"verbatimIdentificationQualifier","standardIdentificationQualifier","uri","checked","opinionBy","opinionDate"
"sp. B Witzke and Strimple","sp.",,1,"John Wieczorek","2017-08-25"
"sp. B, gen. and sp. indet.","gen. indet.",,1,"John Wieczorek","2017-10-27"
"sp. B.","sp.",,1,"John Wieczorek","2017-08-25"
"sp. B0","sp.",,1,"John Wieczorek","2017-10-27"
"sp. B01","sp.",,1,"John Wieczorek","2017-10-27"
"sp. B1","sp.",,1,"John Wieczorek","2017-10-27"
"sp. B2","sp.",,1,"John Wieczorek","2017-10-27"
"sp. B3","sp.",,1,"John Wieczorek","2017-10-27"
"sp. B4","sp.",,1,"John Wieczorek","2017-10-27"
"sp. B5","sp.",,1,"John Wieczorek","2017-10-27"
"sp. BBN1","sp.",,1,"John Wieczorek","2017-08-25"
"sp. BBP1","sp.",,1,"John Wieczorek","2017-08-25"
"sp. BBP2","sp.",,1,"John Wieczorek","2017-08-25"
"sp. BBP3","sp.",,1,"John Wieczorek","2017-08-25"
"sp. bennetti","sp.",,1,"John Wieczorek","2017-08-25"
"sp. 'Bluestone sculpin'","sp.",,1,"John Wieczorek","2017-08-25"
"sp. bongolonensis","sp.",,1,"John Wieczorek","2017-08-25"
"sp. 'brindisi'","sp.",,1,"John Wieczorek","2017-08-25"
"sp. 'broadtail'","sp.",,1,"John Wieczorek","2017-08-25"
"sp. BSN1","sp.",,1,"John Wieczorek","2017-08-25"
"sp. BSN2","sp.",,1,"John Wieczorek","2017-08-25"
"sp. BSN9","sp.",,1,"John Wieczorek","2017-08-25"
"sp. BSNX","sp.",,1,"John Wieczorek","2017-08-25"
"sp. BSP1","sp.",,1,"John Wieczorek","2017-08-25"
"sp. BSP2","sp.",,1,"John Wieczorek","2017-08-25"
"sp. BSP4","sp.",,1,"John Wieczorek","2017-08-25"
"sp. Butler","sp.",,1,"John Wieczorek","2017-10-27"
"sp. 'butterfly'","sp.",,1,"John Wieczorek","2017-10-27"
"sp. C","sp.",,1,"John Wieczorek","2017-08-25"
"sp. C Branson 1937","sp.",,1,"John Wieczorek","2017-10-27"
"sp. C Witzke and Strimple","sp.",,1,"John Wieczorek","2017-08-25"
"sp. C&K","sp.",,1,"John Wieczorek","2017-08-25"
"sp. C.","sp.",,1,"John Wieczorek","2017-10-27"
"sp. c.f. arcticus","cf. arcticus",,1,"John Wieczorek","2017-08-25"
"sp. c.f. carbonaria","cf. carbonaria",,1,"John Wieczorek","2017-08-25"
"sp. c.f. nigrofasciata","cf. nigrofasciata",,1,"John Wieczorek","2017-08-25"
"sp. C0","sp.",,1,"John Wieczorek","2017-10-27"
"sp. C1","sp.",,1,"John Wieczorek","2017-10-27"
"sp. C2","sp.",,1,"John Wieczorek","2017-10-27"
"sp. C3","sp.",,1,"John Wieczorek","2017-10-27"
"sp. cf pteroides","cf. pteroides",,1,"John Wieczorek","2017-08-25"
"sp. cf.","cf.",,1,"John Wieczorek","2017-08-25"
"sp. cf. aestivalis","cf. aestivalis",,1,"John Wieczorek","2017-08-25"
"sp. cf. aestivalis “A”","cf. aestivalis",,1,"John Wieczorek","2017-08-25"
"sp. cf. aestivalis “B”","cf. aestivalis",,1,"John Wieczorek","2017-08-25"
"sp. cf. aestivalis “C”","cf. aestivalis",,1,"John Wieczorek","2017-08-25"
"sp. cf. aestivalis A","cf. aestivalis",,1,"John Wieczorek","2017-08-25"
"sp. cf. aestivalis B","cf. aestivalis",,1,"John Wieczorek","2017-08-25"
"sp. cf. aestivalis C","cf. aestivalis",,1,"John Wieczorek","2017-08-25"
"sp. cf. aestivalis D","cf. aestivalis",,1,"John Wieczorek","2017-08-25"
"sp. cf. aestivalis 'D'","cf. aestivalis",,1,"John Wieczorek","2017-08-25"
"sp. cf. albifimbria","cf. albifimbria",,1,"John Wieczorek","2017-08-25"
"sp. cf. alfari","cf. alfari",,1,"John Wieczorek","2017-08-25"
"sp. cf. asperifrons","cf. asperifrons",,1,"John Wieczorek","2017-08-25"
"sp. cf. asprigene","cf. asprigene",,1,"John Wieczorek","2017-08-25"
"sp. cf. aureum","cf. aureum",,1,"John Wieczorek","2017-08-25"
"sp. cf. austrinum","cf. austrinum",,1,"John Wieczorek","2017-08-25"
"sp. cf. bairdi","cf. bairdi",,1,"John Wieczorek","2017-08-25"
"sp. cf. bairdi 'hubbsi'","cf. bairdi",,1,"John Wieczorek","2017-08-25"
"sp. cf. bairdi 'smoky'","cf. bairdi",,1,"John Wieczorek","2017-08-25"
"sp. cf. bairdii","cf. bairdii",,1,"John Wieczorek","2017-08-25"
"sp. cf. balteatus","cf. balteatus",,1,"John Wieczorek","2017-08-25"
"sp. cf. bardi","cf. bairdi",,1,"John Wieczorek","2017-08-25"
"sp. cf. beldingi","cf. beldingi",,1,"John Wieczorek","2017-08-25"
"sp. cf. bellator","cf. bellator",,1,"John Wieczorek","2017-08-25"
"sp. cf. buchianus","cf. buchianus",,1,"John Wieczorek","2017-08-25"
"sp. cf. caeruleomentum","cf. caeruleomentum",,1,"John Wieczorek","2017-08-25"
"sp. cf. caeruleum","cf. caeruleum",,1,"John Wieczorek","2017-08-25"
"sp. cf. caprodes","cf. caprodes",,1,"John Wieczorek","2017-08-25"
"sp. cf. carbonaria","cf. carbonaria",,1,"John Wieczorek","2017-08-25"
"sp. cf. carolinae","cf. carolinae",,1,"John Wieczorek","2017-08-25"
"sp. cf. clarki","cf. clarki",,1,"John Wieczorek","2017-08-25"
"sp. cf. cognatus","cf. cognatus",,1,"John Wieczorek","2017-08-25"
"sp. cf. coosae","cf. coosae",,1,"John Wieczorek","2017-08-25"
"sp. cf. cubana","cf. cubana",,1,"John Wieczorek","2017-08-25"
"sp. cf. cyprinus","cf. cyprinus",,1,"John Wieczorek","2017-08-25"
"sp. cf. cyprinus x velifer","cf. cyprinus x velifer",,1,"John Wieczorek","2017-08-25"
"sp. cf. cyrano","cf. cyrano",,1,"John Wieczorek","2017-08-25"
"sp. cf. ditrema","cf. ditrema",,1,"John Wieczorek","2017-08-25"
"sp. cf. duryi","cf. duryi",,1,"John Wieczorek","2017-08-25"
"sp. cf. elongatus","cf. elongatus",,1,"John Wieczorek","2017-08-25"
"sp. cf. episcopa","cf. episcopa",,1,"John Wieczorek","2017-08-25"
"sp. cf. erythrogaster","cf. erythrogaster",,1,"John Wieczorek","2017-08-25"
"sp. cf. fenestratum","cf. fenestratum",,1,"John Wieczorek","2017-08-25"
"sp. cf. floridae","cf. floridae",,1,"John Wieczorek","2017-08-25"
"sp. cf. gagei","cf. gagei",,1,"John Wieczorek","2017-08-25"
"sp. cf. hemiurus","cf. hemiurus",,1,"John Wieczorek","2017-08-25"
"sp. cf. hypselopterus","cf. hypselopterus",,1,"John Wieczorek","2017-08-25"
"sp. cf. lachneri","cf. lachneri",,1,"John Wieczorek","2017-08-25"
"sp. cf. lentignosum","cf. lentignosum",,1,"John Wieczorek","2017-08-25"
"sp. cf. leptacanthus","cf. leptacanthus",,1,"John Wieczorek","2017-08-25"
"sp. cf. leuciodus","cf. leuciodus",,1,"John Wieczorek","2017-08-25"
"sp. cf. longirostris","cf. longirostris",,1,"John Wieczorek","2017-08-25"
"sp. cf. macrocephala","cf. macrocephala",,1,"John Wieczorek","2017-08-25"
"sp. cf. maculata","cf. maculata",,1,"John Wieczorek","2017-08-25"
"sp. cf. melanonotata","cf. melanonotata",,1,"John Wieczorek","2017-08-25"
"sp. cf. munitus","cf. munitus",,1,"John Wieczorek","2017-08-25"
"sp. cf. mykiss","cf. mykiss",,1,"John Wieczorek","2017-08-25"
"sp. cf. occidentalis","cf. occidentalis",,1,"John Wieczorek","2017-08-25"
"sp. cf. P. retusum","cf. retusum",,1,"John Wieczorek","2017-10-27"
"sp. cf. palmaris","cf. palmaris",,1,"John Wieczorek","2017-08-25"
"sp. cf. pantostictum","cf. pantostictum",,1,"John Wieczorek","2017-08-25"
"sp. cf. parvus","cf. parvus",,1,"John Wieczorek","2017-08-25"
"sp. cf. pectinoides","cf. pectinoides",,1,"John Wieczorek","2017-08-25"
"sp. cf. phaeton","cf. phaeton",,1,"John Wieczorek","2017-08-25"
"sp. cf. platiceps","cf. platiceps",,1,"John Wieczorek","2017-08-25"
"sp. cf. poecilurum","cf. poecilurum",,1,"John Wieczorek","2017-08-25"
"sp. cf. punctulatum","cf. punctulatum",,1,"John Wieczorek","2017-08-25"
"sp. cf. ramseyi","cf. ramseyi",,1,"John Wieczorek","2017-08-25"
"sp. cf. rhytisma","cf. rhytisma",,1,"John Wieczorek","2017-08-25"
"sp. cf. rubellus","cf. rubellus",,1,"John Wieczorek","2017-08-25"
"sp. cf. salamanquensis","cf. salamanquensis",,1,"John Wieczorek","2017-10-27"
"sp. cf. salamanquesis","cf. salamanquesis",,1,"John Wieczorek","2017-10-27"
"sp. cf. sapo","cf. sapo",,1,"John Wieczorek","2017-08-25"
"sp. cf. saylori","cf. saylori",,1,"John Wieczorek","2017-08-25"
"sp. cf. septemfasciatum","cf. septemfasciatum",,1,"John Wieczorek","2017-08-25"
"sp. cf. sollasi","cf. sollasi",,1,"John Wieczorek","2017-08-25"
"sp. cf. spectabile","cf. spectabile",,1,"John Wieczorek","2017-08-25"
"sp. cf. spectrunculus","cf. spectrunculus",,1,"John Wieczorek","2017-08-25"
"sp. cf. stigmaeum","cf. stigmaeum",,1,"John Wieczorek","2017-08-25"
"sp. cf. swaini","cf. swaini",,1,"John Wieczorek","2017-08-25"
"sp. cf. velifer","cf. velifer",,1,"John Wieczorek","2017-08-25"
"sp. cf. vitreum","cf. vitreum",,1,"John Wieczorek","2017-08-25"
"sp. cf. vitreus","cf. vitreus",,1,"John Wieczorek","2017-08-25"
"sp. cf. vulgaris","cf. vulgaris",,1,"John Wieczorek","2017-08-25"
"sp. cf. winchelli","cf. winchelli",,1,"John Wieczorek","2017-08-25"
"sp. cf. zonistium","cf. zonistium",,1,"John Wieczorek","2017-08-25"
"sp. CG","sp.",,1,"John Wieczorek","2017-10-27"
"sp. CG-1","sp.",,1,"John Wieczorek","2017-10-27"
"sp. CG-2","sp.",,1,"John Wieczorek","2017-10-27"
"sp. 'chacamax'","sp.",,1,"John Wieczorek","2017-08-25"
"sp. 'chomba'","sp.",,1,"John Wieczorek","2017-08-25"
"sp. 'Clinch sculpin'","sp.",,1,"John Wieczorek","2017-08-25"
"sp. D","sp.",,1,"John Wieczorek","2017-08-25"
"sp. D Witzke and Strimple","sp.",,1,"John Wieczorek","2017-08-25"
"sp. D.","sp.",,1,"John Wieczorek","2017-10-27"
"sp. D0","sp.",,1,"John Wieczorek","2017-10-27"
"sp. D1","sp.",,1,"John Wieczorek","2017-10-27"
"sp. D2","sp.",,1,"John Wieczorek","2017-10-27"
"sp. D3","sp.",,1,"John Wieczorek","2017-10-27"
"sp. deeply convex","sp.",,1,"John Wieczorek","2017-10-27"
"sp. delta","sp.",,1,"John Wieczorek","2017-10-27"
"sp. div.","sp.",,1,"John Wieczorek","2017-08-25"
"sp. E","sp.",,1,"John Wieczorek","2017-08-25"
"sp. E Witzke and Strimple","sp.",,1,"John Wieczorek","2017-08-25"
"sp. E.","sp.",,1,"John Wieczorek","2017-08-25"
"sp. E0","sp.",,1,"John Wieczorek","2017-10-27"
"sp. E2","sp.",,1,"John Wieczorek","2017-10-27"
"sp. 'ebano'","sp.",,1,"John Wieczorek","2017-08-25"
"sp. egg cases","sp.",,1,"John Wieczorek","2017-08-25"
"sp. erect form","sp.",,1,"John Wieczorek","2017-10-19"
"sp. F","sp.",,1,"John Wieczorek","2017-08-25"
"sp. F.","sp.",,1,"John Wieczorek","2017-10-27"
"sp. F2","sp.",,1,"John Wieczorek","2017-10-27"
"sp. forme A","sp.",,1,"John Wieczorek","2017-10-19"
"sp. G","sp.",,1,"John Wieczorek","2017-08-25"
"sp. G prime","sp.",,1,"John Wieczorek","2017-10-19"
"sp. G.","sp.",,1,"John Wieczorek","2017-10-27"
"sp. G0","sp.",,1,"John Wieczorek","2017-10-27"
"sp. G1","sp.",,1,"John Wieczorek","2017-10-19"
"sp. G2","sp.",,1,"John Wieczorek","2017-10-19"
"sp. gamma","sp.",,1,"John Wieczorek","2017-10-27"
"sp. gp.","sp.",,1,"John Wieczorek","2017-10-27"
"sp. gp. 1","sp.",,1,"John Wieczorek","2017-10-27"
"sp. gp. 2","sp.",,1,"John Wieczorek","2017-10-27"
"sp. gp. 3","sp.",,1,"John Wieczorek","2017-10-27"
"sp. gp. 8","sp.",,1,"John Wieczorek","2017-10-27"
"sp. gp. 9","sp.",,1,"John Wieczorek","2017-10-27"
"sp. 'grammarion' ms","sp.",,1,"John Wieczorek","2017-08-25"
"sp. green","sp.",,1,"John Wieczorek","2017-08-25"
"sp. H","sp.",,1,"John Wieczorek","2017-08-25"
"sp. H sensu Ristedt","sp.",,1,"John Wieczorek","2017-08-25"
"sp. H.","sp.",,1,"John Wieczorek","2017-10-27"
"sp. H0","sp.",,1,"John Wieczorek","2017-10-27"
"sp. H2","sp.",,1,"John Wieczorek","2017-10-27"
"sp. 'Holston sculpin'","sp.",,1,"John Wieczorek","2017-08-25"
"sp. hybrid","sp.",,1,"John Wieczorek","2017-08-25"
"sp. I","sp.",,1,"John Wieczorek","2017-08-25"
"sp. I of Lindstrom","sp.",,1,"John Wieczorek","2017-10-27"
"sp. I sensu Ro	ek, 1984","sp.",,1,"John Wieczorek","2017-10-27"
"sp. I.","sp.",,1,"John Wieczorek","2017-10-27"
"sp. I0","sp.",,1,"John Wieczorek","2017-10-27"
"sp. II","sp.",,1,"John Wieczorek","2017-08-25"
"sp. II-a","sp.",,1,"John Wieczorek","2017-08-25"
"sp. III","sp.",,1,"John Wieczorek","2017-08-25"
"sp. incert","sp. incert.",,1,"John Wieczorek","2017-08-25"
"sp. incert.","sp. incert.",,1,"John Wieczorek","2017-08-25"
"sp. indet","sp.",,1,"John Wieczorek","2017-08-25"
"sp. indet.","sp. indet.",,1,"John Wieczorek","2017-08-25"
"sp. indet. 1","sp.",,1,"John Wieczorek","2017-10-27"
"sp. indet. 1-1","sp.",,1,"John Wieczorek","2017-10-27"
"sp. indet. 1-2","sp.",,1,"John Wieczorek","2017-10-27"
"sp. indet. 2","sp.",,1,"John Wieczorek","2017-10-27"
"sp. indet. 3","sp.",,1,"John Wieczorek","2017-10-27"
"sp. indet. 4","sp.",,1,"John Wieczorek","2017-10-27"
"sp. indet. A","sp.",,1,"John Wieczorek","2017-10-19"
"sp. indet. B","sp.",,1,"John Wieczorek","2017-10-19"
"sp. indet. C","sp.",,1,"John Wieczorek","2017-10-19"
"sp. indet. D","sp.",,1,"John Wieczorek","2017-10-19"
"sp. indet. E","sp.",,1,"John Wieczorek","2017-10-19"
"sp. indet.1","sp.",,1,"John Wieczorek","2017-10-27"
"sp. indet.10","sp.",,1,"John Wieczorek","2017-10-27"
"sp. indet.11","sp.",,1,"John Wieczorek","2017-10-27"
"sp. indet.2","sp.",,1,"John Wieczorek","2017-10-27"
"sp. indet.4","sp.",,1,"John Wieczorek","2017-10-27"
"sp. indet.8","sp.",,1,"John Wieczorek","2017-10-27"
"Sp. IV","sp.",,1,"John Wieczorek","2017-08-25"
"sp. J","sp.",,1,"John Wieczorek","2017-08-25"
"sp. J sensu Ristedt","sp.",,1,"John Wieczorek","2017-08-25"
"sp. J.","sp.",,1,"John Wieczorek","2017-10-27"
"sp. J0","sp.",,1,"John Wieczorek","2017-10-27"
"sp. J2","sp.",,1,"John Wieczorek","2017-10-27"
"sp. juv.","sp.",,1,"John Wieczorek","2017-10-19"
"sp. juvenile","sp.",,1,"John Wieczorek","2017-10-19"
"sp. JY","sp.",,1,"John Wieczorek","2017-10-27"
"sp. JZ","sp.",,1,"John Wieczorek","2017-10-27"
"sp. K","sp.",,1,"John Wieczorek","2017-08-25"
"sp. K sensu Ristedt","sp.",,1,"John Wieczorek","2017-08-25"
"sp. K.","sp.",,1,"John Wieczorek","2017-10-27"
"sp. kim-2","sp.",,1,"John Wieczorek","2017-08-25"
"sp. L","sp.",,1,"John Wieczorek","2017-08-25"
"sp. L.","sp.",,1,"John Wieczorek","2017-10-27"
"sp. L0","sp.",,1,"John Wieczorek","2017-10-27"
"sp. L260","sp.",,1,"John Wieczorek","2017-08-25"
"sp. L3","sp.",,1,"John Wieczorek","2017-10-27"
"sp. L333","sp.",,1,"John Wieczorek","2017-08-25"
"sp. L340","sp.",,1,"John Wieczorek","2017-08-25"
"sp. L66","sp.",,1,"John Wieczorek","2017-08-25"
"sp. 'lanceolate'","sp.",,1,"John Wieczorek","2017-10-27"
"sp. large","sp.",,1,"John Wieczorek","2017-10-19"
"sp. large tail nov.sp.A","sp. nov.",,1,"John Wieczorek","2017-08-25"
"sp. larva","sp.",,1,"John Wieczorek","2017-10-27"
"sp. 'las flores'","sp.",,1,"John Wieczorek","2017-08-25"
"sp. lemon","sp.",,1,"John Wieczorek","2017-08-25"
"sp. 'lemon'","sp.",,1,"John Wieczorek","2017-08-25"
"sp. lentigriosum","sp.",,1,"John Wieczorek","2017-08-25"
"sp. linea","sp.",,1,"John Wieczorek","2017-08-25"
"sp. 'linea'","sp.",,1,"John Wieczorek","2017-08-25"
"sp. lissmanni","sp.",,1,"John Wieczorek","2017-08-25"
"sp. M","sp.",,1,"John Wieczorek","2017-08-25"
"sp. M.","sp.",,1,"John Wieczorek","2017-10-27"
"sp. M2","sp.",,1,"John Wieczorek","2017-10-27"
"sp. magnostipes","sp.",,1,"John Wieczorek","2017-08-25"
"sp. medium","sp.",,1,"John Wieczorek","2017-10-19"
"sp. missing","sp.",,1,"John Wieczorek","2017-08-25"
"sp. morph A","sp.",,1,"John Wieczorek","2017-08-25"
"sp. morph B","sp.",,1,"John Wieczorek","2017-08-25"
"sp. morphotype 15","sp.",,1,"John Wieczorek","2017-10-27"
"sp. morphotype 16","sp.",,1,"John Wieczorek","2017-10-27"
"sp. N","sp.",,1,"John Wieczorek","2017-08-25"
"sp. n.","sp.",,1,"John Wieczorek","2017-10-27"
"sp. n. 1","sp. nov.",,1,"John Wieczorek","2017-10-27"
"sp. n. A","sp. nov.",,1,"John Wieczorek","2017-10-27"
"sp. n. B","sp. nov.",,1,"John Wieczorek","2017-10-27"
"sp. n. large form","sp. nov.",,1,"John Wieczorek","2017-10-27"
"sp. new","sp. nov.",,1,"John Wieczorek","2017-08-25"
"sp. ngouniensis","sp.",,1,"John Wieczorek","2017-08-25"
"sp. nigrum","sp.",,1,"John Wieczorek","2017-08-25"
"sp. no. 4","sp.",,1,"John Wieczorek","2017-10-27"
"sp. nov","sp. nov.",,1,"John Wieczorek","2017-08-25"
"sp. nov 2","sp. nov.",,1,"John Wieczorek","2017-08-25"
"sp. nov.","sp. nov.",,1,"John Wieczorek","2017-08-25"
"sp. nov. (citrinipectus) Clancy & Lawson","sp. nov.",,1,"John Wieczorek","2017-08-25"
"sp. nov. (sirintarae)","sp. nov.",,1,"John Wieczorek","2017-08-25"
"sp. nov. (spinulosa)","sp. nov.",,1,"John Wieczorek","2017-08-25"
"sp. nov. 1","sp. nov.",,1,"John Wieczorek","2017-08-25"
"sp. nov. 2","sp. nov.",,1,"John Wieczorek","2017-08-25"
"sp. nov. 2","sp. nov.",,1,"John Wieczorek","2017-08-25"
"sp. nov. 3","sp. nov.",,1,"John Wieczorek","2017-10-27"
"sp. nov. A","sp. nov.",,1,"John Wieczorek","2017-08-25"
"sp. nov. A Casier and Lethiers 1998","sp. nov.",,1,"John Wieczorek","2017-10-19"
"sp. nov. A Casier and Lethiers 2000","sp. nov.",,1,"John Wieczorek","2017-10-19"
"sp. nov. A Casier and Lethiers, 2000","sp. nov.",,1,"John Wieczorek","2017-10-19"
"sp. nov. A sensu Casier and Lethiers (1996)","sp. nov.",,1,"John Wieczorek","2017-10-19"
"sp. nov. aff. tibetica","sp. nov.",,1,"John Wieczorek","2017-10-27"
"sp. nov. angustirostris hellmayri","sp. nov.",,1,"John Wieczorek","2017-08-25"
"sp. nov. B","sp. nov.",,1,"John Wieczorek","2017-08-25"
"sp. nov. bonariensis","sp. nov.",,1,"John Wieczorek","2017-08-25"
"sp. nov. C","sp. nov.",,1,"John Wieczorek","2017-08-25"
"sp. nov. Fitzpatrick","sp. nov.",,1,"John Wieczorek","2017-08-25"
"sp. nov. G","sp. nov.",,1,"John Wieczorek","2017-10-27"
"sp. nov. H","sp. nov.",,1,"John Wieczorek","2017-10-27"
"sp. nov. ms","sp. nov.",,1,"John Wieczorek","2017-08-25"
"sp. NZO","sp. nov.",,1,"John Wieczorek","2017-08-25"
"sp. O","sp.",,1,"John Wieczorek","2017-10-19"
"sp. of ""Oriental vipers complex""","sp.",,1,"John Wieczorek","2017-10-27"
"sp. of ""Vipera aspis complex""","sp.",,1,"John Wieczorek","2017-10-27"
"sp. offouensis","sp.",,1,"John Wieczorek","2017-08-25"
"sp. Ojo pequeno","sp.",,1,"John Wieczorek","2017-08-25"
"sp. okanoensis","sp.",,1,"John Wieczorek","2017-08-25"
"sp. 'o-lugubris'","sp.",,1,"John Wieczorek","2017-08-25"
"sp. 'o-walacii'","sp.",,1,"John Wieczorek","2017-08-25"
"sp. 'o-wallacii'","sp.",,1,"John Wieczorek","2017-08-25"
"sp. P","sp.",,1,"John Wieczorek","2017-10-19"
"sp. palida","sp.",,1,"John Wieczorek","2017-08-25"
"sp. parsegnis","sp.",,1,"John Wieczorek","2017-08-25"
"sp. puffinus","sp.",,1,"John Wieczorek","2017-08-25"
"sp. Q","sp.",,1,"John Wieczorek","2017-10-19"
"sp. Q0","sp.",,1,"John Wieczorek","2017-10-27"
"sp. R","sp.",,1,"John Wieczorek","2017-10-19"
"sp. robertsi","sp.",,1,"John Wieczorek","2017-08-25"
"sp. rufina","sp.",,1,"John Wieczorek","2017-08-25"
"sp. rw-32","sp.",,1,"John Wieczorek","2017-08-25"
"sp. S","sp.",,1,"John Wieczorek","2017-10-19"
"sp. S. 152","sp.",,1,"John Wieczorek","2017-10-27"
"sp. S.CI. 124","sp.",,1,"John Wieczorek","2017-10-27"
"sp. S.Cl. 428","sp.",,1,"John Wieczorek","2017-10-27"
"sp. S2","sp.",,1,"John Wieczorek","2017-10-27"
"sp. SCI 170","sp.",,1,"John Wieczorek","2017-10-27"
"sp. SCI.124","sp.",,1,"John Wieczorek","2017-10-27"
"sp. scissor tail","sp.",,1,"John Wieczorek","2017-08-25"
"sp. 'scissor tail'","sp.",,1,"John Wieczorek","2017-08-25"
"sp. Sdl.124","sp.",,1,"John Wieczorek","2017-10-27"
"sp. short spined","sp.",,1,"John Wieczorek","2017-10-27"
"sp. 'sicklefin'","sp.",,1,"John Wieczorek","2017-08-25"
"sp. 'sinuous'","sp.",,1,"John Wieczorek","2017-10-27"
"sp. slender","sp.",,1,"John Wieczorek","2017-08-25"
"sp. 'slender'","sp.",,1,"John Wieczorek","2017-08-25"
"sp. small","sp.",,1,"John Wieczorek","2017-08-25"
"sp. small eye","sp.",,1,"John Wieczorek","2017-08-25"
"sp. 'small teeth'","sp.",,1,"John Wieczorek","2017-10-27"
"sp. smooth","sp.",,1,"John Wieczorek","2017-10-27"
"sp. 'smooth'","sp.",,1,"John Wieczorek","2017-10-27"
"sp. SN3","sp.",,1,"John Wieczorek","2017-08-25"
"sp. SN4","sp.",,1,"John Wieczorek","2017-08-25"
"sp. SN9","sp.",,1,"John Wieczorek","2017-08-25"
"sp. 'spotted'","sp.",,1,"John Wieczorek","2017-08-25"
"sp. striped","sp.",,1,"John Wieczorek","2017-08-25"
"sp. subsp. A","sp.",,1,"John Wieczorek","2017-10-27"
"sp. subsp. B","sp.",,1,"John Wieczorek","2017-10-27"
"sp. SY01","sp.",,1,"John Wieczorek","2017-10-27"
"sp. SY02","sp.",,1,"John Wieczorek","2017-10-27"
"sp. SY03","sp.",,1,"John Wieczorek","2017-10-27"
"sp. SY04","sp.",,1,"John Wieczorek","2017-10-27"
"sp. SY05","sp.",,1,"John Wieczorek","2017-10-27"
"sp. SY06","sp.",,1,"John Wieczorek","2017-10-27"
"sp. SY07","sp.",,1,"John Wieczorek","2017-10-27"
"sp. szaboi","sp.",,1,"John Wieczorek","2017-08-25"
"sp. T","sp.",,1,"John Wieczorek","2017-08-25"
"sp. T0","sp.",,1,"John Wieczorek","2017-10-27"
"sp. T001","sp.",,1,"John Wieczorek","2017-10-27"
"sp. T002","sp.",,1,"John Wieczorek","2017-10-27"
"sp. T003","sp.",,1,"John Wieczorek","2017-10-27"
"sp. T004","sp.",,1,"John Wieczorek","2017-10-27"
"sp. T005","sp.",,1,"John Wieczorek","2017-10-27"
"sp. T006","sp.",,1,"John Wieczorek","2017-10-27"
"sp. T007","sp.",,1,"John Wieczorek","2017-10-27"
"sp. T008","sp.",,1,"John Wieczorek","2017-10-27"
"sp. T009","sp.",,1,"John Wieczorek","2017-10-27"
"sp. T010","sp.",,1,"John Wieczorek","2017-10-27"
"sp. T011","sp.",,1,"John Wieczorek","2017-10-27"
"sp. T012","sp.",,1,"John Wieczorek","2017-10-27"
"sp. T013","sp.",,1,"John Wieczorek","2017-10-27"
"sp. T015","sp.",,1,"John Wieczorek","2017-10-27"
"sp. T016","sp.",,1,"John Wieczorek","2017-10-27"
"sp. T017","sp.",,1,"John Wieczorek","2017-10-27"
"sp. T018","sp.",,1,"John Wieczorek","2017-10-27"
"sp. T019","sp.",,1,"John Wieczorek","2017-10-27"
"sp. T02","sp.",,1,"John Wieczorek","2017-10-27"
"sp. T022","sp.",,1,"John Wieczorek","2017-10-27"
"sp. T023","sp.",,1,"John Wieczorek","2017-10-27"
"sp. T024","sp.",,1,"John Wieczorek","2017-10-27"
"sp. T025","sp.",,1,"John Wieczorek","2017-10-27"
"sp. T026","sp.",,1,"John Wieczorek","2017-10-27"
"sp. T027","sp.",,1,"John Wieczorek","2017-10-27"
"sp. T028","sp.",,1,"John Wieczorek","2017-10-27"
"sp. T029","sp.",,1,"John Wieczorek","2017-10-27"
"sp. T030","sp.",,1,"John Wieczorek","2017-10-27"
"sp. T032","sp.",,1,"John Wieczorek","2017-10-27"
"sp. tail moyenne,nov.sp.B","sp. nov.",,1,"John Wieczorek","2017-08-25"
"sp. 'Tallapoosa sculpin'","sp.",,1,"John Wieczorek","2017-08-25"
"sp. 'Teapa'","sp.",,1,"John Wieczorek","2017-08-25"
"sp. tenuicauda","sp.",,1,"John Wieczorek","2017-08-25"
"sp. 'thick'","sp.",,1,"John Wieczorek","2017-10-27"
"sp. tiny","sp.",,1,"John Wieczorek","2017-10-27"
"sp. Tipo A","sp.",,1,"John Wieczorek","2017-10-27"
"sp. Tipo B","sp.",,1,"John Wieczorek","2017-10-27"
"sp. Tipo C","sp.",,1,"John Wieczorek","2017-10-27"
"sp. TS2","sp.",,1,"John Wieczorek","2017-08-25"
"sp. TS3","sp.",,1,"John Wieczorek","2017-08-25"
"sp. Type 1","sp.",,1,"John Wieczorek","2017-08-25"
"sp. type I","sp.",,1,"John Wieczorek","2017-10-27"
"sp. type II","sp.",,1,"John Wieczorek","2017-10-27"
"sp. U","sp.",,1,"John Wieczorek","2017-10-19"
"sp. undet.","sp.",,1,"John Wieczorek","2017-08-25"
"sp. undet. 1","sp.",,1,"John Wieczorek","2017-10-27"
"sp. unnamed","sp.",,1,"John Wieczorek","2017-08-25"
"sp. V","sp.",,1,"John Wieczorek","2017-10-19"
"sp. vadamans","sp.",,1,"John Wieczorek","2017-08-25"
"sp. variant","sp.",,1,"John Wieczorek","2017-10-27"
"sp. vel Juglans sp.","sp.",,1,"John Wieczorek","2017-08-25"
"Sp. VII","sp.",,1,"John Wieczorek","2017-08-25"
"sp. W","sp.",,1,"John Wieczorek","2017-10-19"
"sp. w1","sp.",,1,"John Wieczorek","2017-08-25"
"sp. w2","sp.",,1,"John Wieczorek","2017-08-25"
