"verbatimGeodeticDatum","standardGeodeticDatum","epsg","checked","opinionBy","opinionDate","uri"
"38517","not recorded",,1,"John Wieczorek","2020-05-12",
"38518","not recorded",,1,"John Wieczorek","2020-05-12",
"38519","not recorded",,1,"John Wieczorek","2020-05-12",
"38520","not recorded",,1,"John Wieczorek","2020-05-12",
"38521","not recorded",,1,"John Wieczorek","2020-05-12",
"38522","not recorded",,1,"John Wieczorek","2020-05-12",
"38523","not recorded",,1,"John Wieczorek","2020-05-12",
"38524","not recorded",,1,"John Wieczorek","2020-05-12",
"38525","not recorded",,1,"John Wieczorek","2020-05-12",
"38526","not recorded",,1,"John Wieczorek","2020-05-12",
"38527","not recorded",,1,"John Wieczorek","2020-05-12",
"38528","not recorded",,1,"John Wieczorek","2020-05-12",
"38529","not recorded",,1,"John Wieczorek","2020-05-12",
"38530","not recorded",,1,"John Wieczorek","2020-05-12",
"38531","not recorded",,1,"John Wieczorek","2020-05-12",
"38532","not recorded",,1,"John Wieczorek","2020-05-12",
"38533","not recorded",,1,"John Wieczorek","2020-05-12",
"38534","not recorded",,1,"John Wieczorek","2020-05-12",
"38535","not recorded",,1,"John Wieczorek","2020-05-12",
"38536","not recorded",,1,"John Wieczorek","2020-05-12",
"38537","not recorded",,1,"John Wieczorek","2020-05-12",
"38538","not recorded",,1,"John Wieczorek","2020-05-12",
"38539","not recorded",,1,"John Wieczorek","2020-05-12",
"38540","not recorded",,1,"John Wieczorek","2020-05-12",
"38541","not recorded",,1,"John Wieczorek","2020-05-12",
"38542","not recorded",,1,"John Wieczorek","2020-05-12",
"38543","not recorded",,1,"John Wieczorek","2020-05-12",
"38544","not recorded",,1,"John Wieczorek","2020-05-12",
"38545","not recorded",,1,"John Wieczorek","2020-05-12",
"38546","not recorded",,1,"John Wieczorek","2020-05-12",
"38547","not recorded",,1,"John Wieczorek","2020-05-12",
"38548","not recorded",,1,"John Wieczorek","2020-05-12",
"38549","not recorded",,1,"John Wieczorek","2020-05-12",
"38550","not recorded",,1,"John Wieczorek","2020-05-12",
"38551","not recorded",,1,"John Wieczorek","2020-05-12",
"38552","not recorded",,1,"John Wieczorek","2020-05-12",
"38553","not recorded",,1,"John Wieczorek","2020-05-12",
"38554","not recorded",,1,"John Wieczorek","2020-05-12",
"38555","not recorded",,1,"John Wieczorek","2020-05-12",
"38556","not recorded",,1,"John Wieczorek","2020-05-12",
"38557","not recorded",,1,"John Wieczorek","2020-05-12",
"38558","not recorded",,1,"John Wieczorek","2020-05-12",
"38559","not recorded",,1,"John Wieczorek","2020-05-12",
"38560","not recorded",,1,"John Wieczorek","2020-05-12",
"38561","not recorded",,1,"John Wieczorek","2020-05-12",
"38562","not recorded",,1,"John Wieczorek","2020-05-12",
"38563","not recorded",,1,"John Wieczorek","2020-05-12",
"38564","not recorded",,1,"John Wieczorek","2020-05-12",
"38565","not recorded",,1,"John Wieczorek","2020-05-12",
"38566","not recorded",,1,"John Wieczorek","2020-05-12",
"38567","not recorded",,1,"John Wieczorek","2020-05-12",
"38568","not recorded",,1,"John Wieczorek","2020-05-12",
"38569","not recorded",,1,"John Wieczorek","2020-05-12",
"38570","not recorded",,1,"John Wieczorek","2020-05-12",
"38571","not recorded",,1,"John Wieczorek","2020-05-12",
"38572","not recorded",,1,"John Wieczorek","2020-05-12",
"38573","not recorded",,1,"John Wieczorek","2020-05-12",
"38574","not recorded",,1,"John Wieczorek","2020-05-12",
"38575","not recorded",,1,"John Wieczorek","2020-05-12",
"38576","not recorded",,1,"John Wieczorek","2020-05-12",
"38577","not recorded",,1,"John Wieczorek","2020-05-12",
"38578","not recorded",,1,"John Wieczorek","2020-05-12",
"38579","not recorded",,1,"John Wieczorek","2020-05-12",
"38580","not recorded",,1,"John Wieczorek","2020-05-12",
"38581","not recorded",,1,"John Wieczorek","2020-05-12",
"38582","not recorded",,1,"John Wieczorek","2020-05-12",
"38583","not recorded",,1,"John Wieczorek","2020-05-12",
"38584","not recorded",,1,"John Wieczorek","2020-05-12",
"38585","not recorded",,1,"John Wieczorek","2020-05-12",
"38586","not recorded",,1,"John Wieczorek","2020-05-12",
"38587","not recorded",,1,"John Wieczorek","2020-05-12",
"38588","not recorded",,1,"John Wieczorek","2020-05-12",
"38589","not recorded",,1,"John Wieczorek","2020-05-12",
"38590","not recorded",,1,"John Wieczorek","2020-05-12",
"38591","not recorded",,1,"John Wieczorek","2020-05-12",
"38592","not recorded",,1,"John Wieczorek","2020-05-12",
"38593","not recorded",,1,"John Wieczorek","2020-05-12",
"38594","not recorded",,1,"John Wieczorek","2020-05-12",
"38595","not recorded",,1,"John Wieczorek","2020-05-12",
"38596","not recorded",,1,"John Wieczorek","2020-05-12",
"38597","not recorded",,1,"John Wieczorek","2020-05-12",
"38598","not recorded",,1,"John Wieczorek","2020-05-12",
"38599","not recorded",,1,"John Wieczorek","2020-05-12",
"38600","not recorded",,1,"John Wieczorek","2020-05-12",
"38601","not recorded",,1,"John Wieczorek","2020-05-12",
"38602","not recorded",,1,"John Wieczorek","2020-05-12",
"38603","not recorded",,1,"John Wieczorek","2020-05-12",
"38604","not recorded",,1,"John Wieczorek","2020-05-12",
"38605","not recorded",,1,"John Wieczorek","2020-05-12",
"38606","not recorded",,1,"John Wieczorek","2020-05-12",
"38607","not recorded",,1,"John Wieczorek","2020-05-12",
"38608","not recorded",,1,"John Wieczorek","2020-05-12",
"38609","not recorded",,1,"John Wieczorek","2020-05-12",
"38610","not recorded",,1,"John Wieczorek","2020-05-12",
"38611","not recorded",,1,"John Wieczorek","2020-05-12",
"38612","not recorded",,1,"John Wieczorek","2020-05-12",
"38613","not recorded",,1,"John Wieczorek","2020-05-12",
"38614","not recorded",,1,"John Wieczorek","2020-05-12",
"38615","not recorded",,1,"John Wieczorek","2020-05-12",
"38616","not recorded",,1,"John Wieczorek","2020-05-12",
"38617","not recorded",,1,"John Wieczorek","2020-05-12",
"38618","not recorded",,1,"John Wieczorek","2020-05-12",
"3861820","not recorded",,1,"John Wieczorek","2020-05-12",
"38619","not recorded",,1,"John Wieczorek","2020-05-12",
"38620","not recorded",,1,"John Wieczorek","2020-05-12",
"38621","not recorded",,1,"John Wieczorek","2020-05-12",
"38622","not recorded",,1,"John Wieczorek","2020-05-12",
"38623","not recorded",,1,"John Wieczorek","2020-05-12",
"38624","not recorded",,1,"John Wieczorek","2020-05-12",
"38625","not recorded",,1,"John Wieczorek","2020-05-12",
"38626","not recorded",,1,"John Wieczorek","2020-05-12",
"38627","not recorded",,1,"John Wieczorek","2020-05-12",
"38628","not recorded",,1,"John Wieczorek","2020-05-12",
"38629","not recorded",,1,"John Wieczorek","2020-05-12",
"38630","not recorded",,1,"John Wieczorek","2020-05-12",
"38631","not recorded",,1,"John Wieczorek","2020-05-12",
"38632","not recorded",,1,"John Wieczorek","2020-05-12",
"38633","not recorded",,1,"John Wieczorek","2020-05-12",
"38634","not recorded",,1,"John Wieczorek","2020-05-12",
"38635","not recorded",,1,"John Wieczorek","2020-05-12",
"38636","not recorded",,1,"John Wieczorek","2020-05-12",
"38637","not recorded",,1,"John Wieczorek","2020-05-12",
"38638","not recorded",,1,"John Wieczorek","2020-05-12",
"38639","not recorded",,1,"John Wieczorek","2020-05-12",
"38641","not recorded",,1,"John Wieczorek","2020-05-12",
"38642","not recorded",,1,"John Wieczorek","2020-05-12",
"38643","not recorded",,1,"John Wieczorek","2020-05-12",
"38644","not recorded",,1,"John Wieczorek","2020-05-12",
"38645","not recorded",,1,"John Wieczorek","2020-05-12",
"38646","not recorded",,1,"John Wieczorek","2020-05-12",
"38647","not recorded",,1,"John Wieczorek","2020-05-12",
"38648","not recorded",,1,"John Wieczorek","2020-05-12",
"38649","not recorded",,1,"John Wieczorek","2020-05-12",
"38651","not recorded",,1,"John Wieczorek","2020-05-12",
"38652","not recorded",,1,"John Wieczorek","2020-05-12",
"38653","not recorded",,1,"John Wieczorek","2020-05-12",
"38654","not recorded",,1,"John Wieczorek","2020-05-12",
"38655","not recorded",,1,"John Wieczorek","2020-05-12",
"38656","not recorded",,1,"John Wieczorek","2020-05-12",
"38657","not recorded",,1,"John Wieczorek","2020-05-12",
"38658","not recorded",,1,"John Wieczorek","2020-05-12",
"38659","not recorded",,1,"John Wieczorek","2020-05-12",
"38660","not recorded",,1,"John Wieczorek","2020-05-12",
"38661","not recorded",,1,"John Wieczorek","2020-05-12",
"38662","not recorded",,1,"John Wieczorek","2020-05-12",
"38663","not recorded",,1,"John Wieczorek","2020-05-12",
"38664","not recorded",,1,"John Wieczorek","2020-05-12",
"38665","not recorded",,1,"John Wieczorek","2020-05-12",
"38666","not recorded",,1,"John Wieczorek","2020-05-12",
"38667","not recorded",,1,"John Wieczorek","2020-05-12",
"38668","not recorded",,1,"John Wieczorek","2020-05-12",
"38669","not recorded",,1,"John Wieczorek","2020-05-12",
"38670","not recorded",,1,"John Wieczorek","2020-05-12",
"38671","not recorded",,1,"John Wieczorek","2020-05-12",
"38672","not recorded",,1,"John Wieczorek","2020-05-12",
"38673","not recorded",,1,"John Wieczorek","2020-05-12",
"38675","not recorded",,1,"John Wieczorek","2020-05-12",
"38676","not recorded",,1,"John Wieczorek","2020-05-12",
"38677","not recorded",,1,"John Wieczorek","2020-05-12",
"38678","not recorded",,1,"John Wieczorek","2020-05-12",
"38679","not recorded",,1,"John Wieczorek","2020-05-12",
"38680","not recorded",,1,"John Wieczorek","2020-05-12",
"38681","not recorded",,1,"John Wieczorek","2020-05-12",
"38682","not recorded",,1,"John Wieczorek","2020-05-12",
"38683","not recorded",,1,"John Wieczorek","2020-05-12",
"38684","not recorded",,1,"John Wieczorek","2020-05-12",
"38685","not recorded",,1,"John Wieczorek","2020-05-12",
"38686","not recorded",,1,"John Wieczorek","2020-05-12",
"38687","not recorded",,1,"John Wieczorek","2020-05-12",
"38688","not recorded",,1,"John Wieczorek","2020-05-12",
"38689","not recorded",,1,"John Wieczorek","2020-05-12",
"38690","not recorded",,1,"John Wieczorek","2020-05-12",
"38691","not recorded",,1,"John Wieczorek","2020-05-12",
"38692","not recorded",,1,"John Wieczorek","2020-05-12",
"38693","not recorded",,1,"John Wieczorek","2020-05-12",
"38694","not recorded",,1,"John Wieczorek","2020-05-12",
"38695","not recorded",,1,"John Wieczorek","2020-05-12",
"38696","not recorded",,1,"John Wieczorek","2020-05-12",
"38697","not recorded",,1,"John Wieczorek","2020-05-12",
"38698","not recorded",,1,"John Wieczorek","2020-05-12",
"38699","not recorded",,1,"John Wieczorek","2020-05-12",
"38700","not recorded",,1,"John Wieczorek","2020-05-12",
"38701","not recorded",,1,"John Wieczorek","2020-05-12",
"38702","not recorded",,1,"John Wieczorek","2020-05-12",
"38703","not recorded",,1,"John Wieczorek","2020-05-12",
"38704","not recorded",,1,"John Wieczorek","2020-05-12",
"38705","not recorded",,1,"John Wieczorek","2020-05-12",
"38706","not recorded",,1,"John Wieczorek","2020-05-12",
"38707","not recorded",,1,"John Wieczorek","2020-05-12",
"38709","not recorded",,1,"John Wieczorek","2020-05-12",
"38710","not recorded",,1,"John Wieczorek","2020-05-12",
"38711","not recorded",,1,"John Wieczorek","2020-05-12",
"38712","not recorded",,1,"John Wieczorek","2020-05-12",
"38713","not recorded",,1,"John Wieczorek","2020-05-12",
"38714","not recorded",,1,"John Wieczorek","2020-05-12",
"38715","not recorded",,1,"John Wieczorek","2020-05-12",
"38716","not recorded",,1,"John Wieczorek","2020-05-12",
"38717","not recorded",,1,"John Wieczorek","2020-05-12",
"38718","not recorded",,1,"John Wieczorek","2020-05-12",
"38719","not recorded",,1,"John Wieczorek","2020-05-12",
"38720","not recorded",,1,"John Wieczorek","2020-05-12",
"38721","not recorded",,1,"John Wieczorek","2020-05-12",
"38722","not recorded",,1,"John Wieczorek","2020-05-12",
"38723","not recorded",,1,"John Wieczorek","2020-05-12",
"38724","not recorded",,1,"John Wieczorek","2020-05-12",
"38725","not recorded",,1,"John Wieczorek","2020-05-12",
"38726","not recorded",,1,"John Wieczorek","2020-05-12",
"38727","not recorded",,1,"John Wieczorek","2020-05-12",
"38728","not recorded",,1,"John Wieczorek","2020-05-12",
"38729","not recorded",,1,"John Wieczorek","2020-05-12",
"38730","not recorded",,1,"John Wieczorek","2020-05-12",
"38731","not recorded",,1,"John Wieczorek","2020-05-12",
"38732","not recorded",,1,"John Wieczorek","2020-05-12",
"38733","not recorded",,1,"John Wieczorek","2020-05-12",
"38734","not recorded",,1,"John Wieczorek","2020-05-12",
"38735","not recorded",,1,"John Wieczorek","2020-05-12",
"38736","not recorded",,1,"John Wieczorek","2020-05-12",
"38737","not recorded",,1,"John Wieczorek","2020-05-12",
"38738","not recorded",,1,"John Wieczorek","2020-05-12",
"38739","not recorded",,1,"John Wieczorek","2020-05-12",
"38740","not recorded",,1,"John Wieczorek","2020-05-12",
"38741","not recorded",,1,"John Wieczorek","2020-05-12",
"38742","not recorded",,1,"John Wieczorek","2020-05-12",
"38743","not recorded",,1,"John Wieczorek","2020-05-12",
"38744","not recorded",,1,"John Wieczorek","2020-05-12",
"38745","not recorded",,1,"John Wieczorek","2020-05-12",
"38746","not recorded",,1,"John Wieczorek","2020-05-12",
"38747","not recorded",,1,"John Wieczorek","2020-05-12",
"38748","not recorded",,1,"John Wieczorek","2020-05-12",
"38749","not recorded",,1,"John Wieczorek","2020-05-12",
"38750","not recorded",,1,"John Wieczorek","2020-05-12",
"38751","not recorded",,1,"John Wieczorek","2020-05-12",
"38752","not recorded",,1,"John Wieczorek","2020-05-12",
"38753","not recorded",,1,"John Wieczorek","2020-05-12",
"38754","not recorded",,1,"John Wieczorek","2020-05-12",
"38755","not recorded",,1,"John Wieczorek","2020-05-12",
"38756","not recorded",,1,"John Wieczorek","2020-05-12",
"38757","not recorded",,1,"John Wieczorek","2020-05-12",
"38758","not recorded",,1,"John Wieczorek","2020-05-12",
"38759","not recorded",,1,"John Wieczorek","2020-05-12",
"38760","not recorded",,1,"John Wieczorek","2020-05-12",
"38761","not recorded",,1,"John Wieczorek","2020-05-12",
"38762","not recorded",,1,"John Wieczorek","2020-05-12",
"38763","not recorded",,1,"John Wieczorek","2020-05-12",
"38764","not recorded",,1,"John Wieczorek","2020-05-12",
"38765","not recorded",,1,"John Wieczorek","2020-05-12",
"38766","not recorded",,1,"John Wieczorek","2020-05-12",
"38767","not recorded",,1,"John Wieczorek","2020-05-12",
"38768","not recorded",,1,"John Wieczorek","2020-05-12",
"38769","not recorded",,1,"John Wieczorek","2020-05-12",
"38770","not recorded",,1,"John Wieczorek","2020-05-12",
"38771","not recorded",,1,"John Wieczorek","2020-05-12",
"38772","not recorded",,1,"John Wieczorek","2020-05-12",
"38773","not recorded",,1,"John Wieczorek","2020-05-12",
"38774","not recorded",,1,"John Wieczorek","2020-05-12",
"38775","not recorded",,1,"John Wieczorek","2020-05-12",
"38776","not recorded",,1,"John Wieczorek","2020-05-12",
"38777","not recorded",,1,"John Wieczorek","2020-05-12",
"38778","not recorded",,1,"John Wieczorek","2020-05-12",
"38779","not recorded",,1,"John Wieczorek","2020-05-12",
"38780","not recorded",,1,"John Wieczorek","2020-05-12",
"38781","not recorded",,1,"John Wieczorek","2020-05-12",
"38782","not recorded",,1,"John Wieczorek","2020-05-12",
"38783","not recorded",,1,"John Wieczorek","2020-05-12",
"38784","not recorded",,1,"John Wieczorek","2020-05-12",
"38785","not recorded",,1,"John Wieczorek","2020-05-12",
"38786","not recorded",,1,"John Wieczorek","2020-05-12",
"38787","not recorded",,1,"John Wieczorek","2020-05-12",
"38788","not recorded",,1,"John Wieczorek","2020-05-12",
"38789","not recorded",,1,"John Wieczorek","2020-05-12",
"38790","not recorded",,1,"John Wieczorek","2020-05-12",
"38791","not recorded",,1,"John Wieczorek","2020-05-12",
"38792","not recorded",,1,"John Wieczorek","2020-05-12",
"38793","not recorded",,1,"John Wieczorek","2020-05-12",
"38794","not recorded",,1,"John Wieczorek","2020-05-12",
"38795","not recorded",,1,"John Wieczorek","2020-05-12",
"38796","not recorded",,1,"John Wieczorek","2020-05-12",
"38797","not recorded",,1,"John Wieczorek","2020-05-12",
"38798","not recorded",,1,"John Wieczorek","2020-05-12",
"38799","not recorded",,1,"John Wieczorek","2020-05-12",
"38801","not recorded",,1,"John Wieczorek","2020-05-12",
"38802","not recorded",,1,"John Wieczorek","2020-05-12",
"38803","not recorded",,1,"John Wieczorek","2020-05-12",
"38804","not recorded",,1,"John Wieczorek","2020-05-12",
"38805","not recorded",,1,"John Wieczorek","2020-05-12",
"38806","not recorded",,1,"John Wieczorek","2020-05-12",
"38807","not recorded",,1,"John Wieczorek","2020-05-12",
"38808","not recorded",,1,"John Wieczorek","2020-05-12",
"38809","not recorded",,1,"John Wieczorek","2020-05-12",
"38810","not recorded",,1,"John Wieczorek","2020-05-12",
"38811","not recorded",,1,"John Wieczorek","2020-05-12",
"38812","not recorded",,1,"John Wieczorek","2020-05-12",
"38813","not recorded",,1,"John Wieczorek","2020-05-12",
"38814","not recorded",,1,"John Wieczorek","2020-05-12",
"38815","not recorded",,1,"John Wieczorek","2020-05-12",
"38816","not recorded",,1,"John Wieczorek","2020-05-12",
