"verbatimGeodeticDatum","standardGeodeticDatum","epsg","checked","opinionBy","opinionDate","uri"
"WGS2092","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2093","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2094","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2095","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2096","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2097","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2098","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2099","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS210","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2100","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2101","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2102","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2103","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2104","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2105","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2106","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2107","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2108","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2109","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS211","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2110","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2111","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2112","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2113","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2114","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2115","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2116","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2117","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2118","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2119","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS212","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2120","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2121","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2122","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2123","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2124","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2125","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2126","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2127","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2128","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2129","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS213","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2130","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2131","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2132","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2133","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2134","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2135","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2136","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2137","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2138","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2139","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS214","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2140","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2141","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2142","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2143","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2144","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2145","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2146","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2147","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2148","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2149","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS215","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2150","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2151","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2152","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2153","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2154","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2155","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2156","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2157","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2158","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2159","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS216","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2160","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2161","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2162","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2163","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2164","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2165","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2166","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2167","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2168","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2169","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS217","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2170","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2171","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2172","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2173","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2174","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2175","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2176","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2177","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2178","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2179","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS218","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2180","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2181","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2182","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2183","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2184","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2185","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2186","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2187","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2188","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2189","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS219","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2190","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2191","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2192","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2193","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2194","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2195","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2196","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2197","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2198","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2199","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS220","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2200","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2201","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2202","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2203","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2204","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2205","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2206","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2207","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2208","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2209","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS221","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2210","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2211","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2212","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2213","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2214","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2215","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2216","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2217","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2218","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2219","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS222","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2220","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2221","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2222","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2223","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2224","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2225","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2226","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2227","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2228","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2229","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS223","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2230","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2231","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2232","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2233","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2234","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2235","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2236","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2237","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2238","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2239","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS224","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2240","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2241","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2242","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2243","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2244","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2245","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2246","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2247","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2248","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2249","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS225","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2250","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2251","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2252","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2253","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2254","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2255","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2256","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2257","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2258","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2259","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS226","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2260","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2261","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2262","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2263","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2264","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2265","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2266","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2267","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2268","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2269","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS227","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2270","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2271","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2272","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2273","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2274","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2275","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2276","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2277","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2278","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2279","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS228","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2280","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2281","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2282","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2283","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2284","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2285","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2286","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2287","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2288","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2289","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS229","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2290","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2291","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2292","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2293","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2294","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2295","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2296","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2297","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2298","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2299","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS230","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2300","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2301","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2302","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2303","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2304","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2305","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2306","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2307","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2308","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2309","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS231","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2310","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2311","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2312","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2313","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2314","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2315","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2316","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2317","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2318","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2319","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS232","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2320","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2321","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2322","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2323","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2324","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2325","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2326","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2327","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2328","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2329","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS233","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2330","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2331","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2332","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2333","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2334","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2335","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2336","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2337","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2338","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2339","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS234","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2340","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2341","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2342","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2343","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2344","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2345","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2346","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2347","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2348","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2349","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS235","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2350","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2351","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2352","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2353","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2354","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2355","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2356","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2357","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2358","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2359","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS236","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2360","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2361","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2362","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2363","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2364","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2365","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2366","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2367","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2368","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2369","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS237","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2370","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2371","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2372","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2373","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2374","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2375","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2376","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2377","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2378","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2379","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS238","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2380","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2381","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2382","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2383","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2384","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2385","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2386","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2387","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2388","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2389","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS239","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2390","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2391","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2392","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2393","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2394","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2395","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2396","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2397","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2398","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2399","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS240","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2400","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2401","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2402","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2403","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2404","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2405","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2406","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2407","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2408","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2409","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS241","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2410","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2411","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2412","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2413","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2414","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2415","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2416","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2417","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2418","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2419","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS242","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2420","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2421","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2422","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2423","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2424","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2425","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2426","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2427","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2428","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2429","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS243","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2430","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2431","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2432","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2433","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2434","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2435","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2436","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2437","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2438","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2439","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS244","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2440","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2441","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2442","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2443","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2444","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2445","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2446","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2447","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2448","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2449","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS245","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2450","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2451","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2452","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2453","WGS 84",4326,1,"John Wieczorek","2020-04-24",
"WGS2454","WGS 84",4326,1,"John Wieczorek","2020-04-24",
