verbatimReproductiveCondition	standardReproductiveCondition	standard	checked
semiscrotal		0	0
several collapsed follicles		0	0
sex	unknown	0	1
SEX AN ASSUMPTION.		0	0
SEX COULD NOT BE DETERMINED.		0	0
Sex determined at Aviary where it was evicerated.		0	0
SEX DUBIOUS, K. C. PARKES.		0	0
SEX FEMALE?		0	0
SEX FIDE J. A. (SANDY) BARTLE, 1982.		0	0
SEX FIDE K.C.PARKES 1971.		0	0
SEX FIDE K.C.PARKES 1991.		0	0
SEX FIDE K.C.PARKES.		0	0
SEX ID FIDE J.A. (SANDY) BARTLE, 1982.		0	0
SEX NOT RELIABLE (K.C.PARKES)		0	0
sex organs quiescent;		0	0
Sex organs small		0	0
sex organs small, nesting		0	0
SEX POSSIBLY FEMALE.		0	0
SEX QUESTIONABLE.		0	0
SEX QUESTIONED BY A.M.R. (SIZE).		0	0
SEX QUESTIONED BY K.C.PARKES.		0	0
SEX QUESTIONED BY WECT.		0	0
SEX QUESTIONED ON ORIGINAL TAG.		0	0
SEX QUESTIONED.		0	0
SEX QUESTONED.		0	0
SEX UNCERTAIN.		0	0
SEX UNKNOWN - ONLY 1 DUCT PRESENT.		0	0
SEX UNKNOWN.		0	0
SEX UNRELIABLE - K.C.PARKES.		0	0
SEX UNRELIABLE.		0	0
SEX VERIFIED BY M.H.C.		0	0
SEX: GYNANDROMORPH, BY GONADS. GONADS: TESTES: RIG		0	0
SEX: GYNANDROMORPH, BY GONADS. GONADS: TESTES: RIGHT: 1 MM; LEFT: APPEARS OVARY		0	0
SEX: GYNANDROMORPH, BY GONADS. TESTES RIGHT 1 MM, LEFT APPEARS OVARY		0	0
SEX: GYNANDROMORPH, BY UNMARKED MEANS. GONADS: OVA		0	0
SEX: GYNANDROMORPH, BY UNMARKED MEANS. GONADS: OVARY & TESTES PRESENT.		0	0
SEXED AS FEMALE BY G.A.L.		0	0
SEXED AS FEMALE BY J.A.R.		0	0
SEXED AS FEMALE BY PREPARATOR.		0	0
SEXED AS FEMALE BY S.M.K.		0	0
SEXED AS MALE BY H.E.M., CHANGED BY K.C.PARKES.		0	0
SEXED AS MALE BY PLUMAGE BUT OVARY RECORDED.		0	0
SEXED AS MALE BY R.C.M.		0	0
SEXED AS MALE BY R.C.M., CHANGED BY K.C.PARKES.		0	0
SEXED AS MALE? BY J.S.		0	0
SEXED BY D. S. WOOD, NOTE LARGE SIZE.		0	0
SEXED BY D.G.M.		0	0
SEXED BY D.G.M., PROBABLY PLUMAGE.		0	0
SEXED BY D.S.WOOD.		0	0
SEXED BY F.A. PITELKA.		0	0
SEXED BY K.C.PARKES 1957, FEMALE ON ORIGINAL TAG.		0	0
SEXED BY K.C.PARKES 1960, FEMALE ON ORIGINAL TAG.		0	0
SEXED BY L. ALEXANDER.		0	0
SEXED BY PLUMAGE.		0	0
SEXED DURING PREVIOUS AUTOPSY.		0	0
SEXED MALE, LOOKS FEMALE.		0	0
SEXING UNRELIABLE.		0	0
sexual organs - nesting		0	0
sexual organs "nesting"		0	0
sexual organs breeding		0	0
sexual organs large		0	0
sexual organs large *		0	0
sexual organs laying		0	0
sexual organs medium		0	0
sexual organs small		0	0
sexual organs small *		0	0
sexual organs smallish		0	0
sexual organs small-young		0	0
sexual organs swelling		0	0
sexual organs swollen		0	0
sexual organs young		0	0
Sexually active		0	0
shelled egg		0	0
shelled egg in oviduct		0	0
sibling of ROMM 11113		0	0
sibling of ROMM 11114		0	0
sibling of ROMM 16977-16983; SIBLING AFFILIATION MAY BE DOUBTFUL		0	0
sibling of ROMM 20796		0	0
sibling of ROMM 2805300228, 2805300229, 2805300230, 2805300231; SAME LITTER AS 2805300228 AND 2805300229 BUT THREE DAYS OLDER		0	0
sibling of ROMM 2805300228, 2805300229, 2805300230, 2805300232; SAME LITTER AS 2805300228 AND 2805300229 BUT THREE DAYS OLDER		0	0
sibling of ROMM 2805300228, 2805300229, 2805300231, 2805300032; SAME LITTER AS 2805300228 AND 2805300229 BUT THREE DAYS OLDER		0	0
sibling of ROMM 2805300228, 2805300230, 280530023, 2805300232		0	0
sibling of ROMM 2805300229, 2805300230, 2805300231, 2805300232		0	0
sibling of ROMM 30400		0	0
sibling of ROMM 32845		0	0
sibling of ROMM 32846		0	0
sibling of ROMM 33775, 33776		0	0
sibling of ROMM 41145		0	0
sibling of ROMM 41146		0	0
sibling of ROMM 43482		0	0
single embryo		0	0
single lg. egg		0	0
SKETCH OF OVARY ON FIELD TAG.		0	0
skin tissue sample taken		0	0
small		0	0
small eggs		0	0
small ova		0	0
small ovaries & oviduct		0	0
small ovary		0	0
small oviduct		0	0
small reporductive organs		0	0
Small testes		0	0
Small uterus;		0	0
small white left gonad		0	0
small, nesting ?		0	0
SPECIMEN GUTTED, UNABLE TO SEX.		0	0
suabadult		0	0
Sub A		0	1
Sub A TE 4X2	unknown	0	1
sub ad		0	0
Sub Adult		0	0
sub adulto		0	1
sub.		0	0
SubA		0	1
subad		0	0
Subad, no embs		0	0
Subad, T=2mm		0	0
Subad, T=4mm		0	0
subad.		0	0
Subad., lact.		0	0
subadult		0	0
Subadult female		0	0
Subadult Male		0	0
subadult male, Liver Tissue taken		0	0
subadult, ing.		0	0
Subadult, liver tissue taken		0	0
subadult, not breeding		0	0
subadult, t. scrotal		0	0
subadult, T=3		0	0
subadult, Testes abdominal		0	0
subadult, testes minute		0	0
subadult, uterine horns 1.5 mm		0	0
subadult; not breeding		0	0
subadult; t = 3 x 1.5		0	0
subadult; testes abdominal; T = 3 x 1.8		0	0
subadult; testes abdominal; T = 3.5 x 2.5		0	0
subadult; testes abdominal; T = 5 x 1.5		0	0
subadult; testes scrotal; T = 8 x 3.5		0	0
Subadulta		0	1
Subadulta (nulípara)		0	1
Subadulto		0	1
suckling		0	0
SUPPOSEDLY SEXED AS FEMALE AT AVIARY.		0	0
SVL 181 mm, tail 67 mm		0	0
SVL 449 mm, Tail 770 mm, 1979g		0	0
swelling		0	0
T  10 mm		0	0
T  2 mm		0	0
T  3 mm		0	0
T  4 mm		0	0
T  5 mm		0	0
T  6 mm		0	0
T  7 mm		0	0
T  8 mm		0	0
T  9 mm		0	0
T < 1 mm		0	0
T < 1mm		0	0
T < 1mm, abdom.		0	0
T < 81 mm		0	0
T < 9mm, ing.		0	0
T = 6X4	unknown	0	1
T = 7 x 5		0	0
T = 9mm		0	0
T = 9X4	unknown	0	1
T =/< 1 mm		0	0
T ± 10 mm		0	0
T ± 2 mm		0	0
T ± 3 mm		0	0
T ± 4 mm		0	0
T ± 5 mm		0	0
T ± 6 mm		0	0
T ± 7 mm		0	0
T ± 8 mm		0	0
T ± 9 mm		0	0
T 10x6	unknown	0	1
T 11 x 6		0	0
T 16;		0	0
T 2 mm;		0	0
T 22;		0	0
T 25x1.5	unknown	0	1
T 28 x 12		0	0
T 2x1.5;		0	0
T 3.5x2;		0	0
T 30;		0	0
T 31mm;		0	0
T 34;		0	0
T 3x2	unknown	0	1
T 4 mm;		0	0
T 4 x 3		0	0
T 4x3	unknown	0	1
T 5 mm;		0	0
T 5 x 3		0	0
T 50mm;		0	0
T 7.25	unknown	0	1
T 7x4	unknown	0	1
T 9x7	unknown	0	1
T descended X 7 mm		0	0
T L 16x 6, R 16 x 7		0	0
T R 11 x 6, L 12 x 8		0	0
T scrotal		0	0
T small		0	0
t. 4.3 x 2.7		0	0
t. 5.6 x 3.6		0	0
t. 6 x 4		0	0
t. 6.2 x 4.0		0	0
t. 6.4 x 3.2		0	0
t. 6.4 x 3.7		0	0
t. 6.7 x 3.8		0	0
t. 6.8 x 3.4		0	0
t. 7 x 2		0	0
t. 7.0 x 4.4		0	0
t. 7.2 x 3.8, 6.8 x 4.2		0	0
t. 7.4 x 4.3		0	0
t. 8.0 x 4.0		0	0
t. 8.0 x 4.5		0	0
t. 8.2 x 3.7		0	0
T. abdominal		0	0
t. abdominal, 10x7		0	0
t. abdominal, 15x11		0	0
t. abdominal, 7x5		0	0
T. descended X 3 mm		0	0
T. descended, skull completely fused.		0	0
t. inguinal		0	0
T. scrotal		0	0
t. scrotal, 11x3		0	0
t. scrotal, 12x8		0	0
T.E.		0	0
T.E.;		0	0
T.M.E.		0	0
T.N.E		0	0
T.N.E.		0	0
t.s. 12 x 16		0	0
T.S.E.		0	0
T<1mm		0	0
T= 1.5x1;		0	0
T= 10x6;		0	0
T= 12X7	unknown	0	1
T= 12x7;		0	0
T= 12x8;		0	0
T= 13x6;		0	0
T= 13x8;		0	0
T= 2.0;		0	0
T= 2.5x2;		0	0
T= 22 X 20 mm		0	0
T= 3.5x2;		0	0
T= 3x1.5;		0	0
T= 3x2;		0	0
T= 4.5x2.5;		0	0
T= 4x2;		0	0
T= 4x3;		0	0
T= 5 mm, scrot.		0	0
T= 5.5x3.5;		0	0
T= 5x2;		0	0
T= 5x4;		0	0
T= 6x3;		0	0
T= 6x4;		0	0
T= 8 mm, scrot.		0	0
T= 8x11;		0	0
T= 8x5.5;		0	0
T= 9 mm, scrot.		0	0
T= 9x5.5;		0	0
T= 9x5;		0	0
T= 9x7;		0	0
T= small;		0	0
T=0.5 mm, abdom.		0	0
T=1 mm		0	0
T=1 mm, abdom.		0	0
T=1 mm, abdom.; inactive		0	0
T=1 mm, ing.		0	0
T=1 mm, scrot.		0	0
T=1 X 1 mm		0	0
T=1 x 2 mm		0	0
T=1.2x1.9mm, scr.		0	0
T=1.3 mm		0	0
T=1.3x1.7mm, scr.		0	0
T=1.4 mm		0	0
T=1.4x1.8mm, scr.		0	0
T=1.5 mm		0	0
T=1.5 mm; abdom.		0	0
T=1.5 x 1 mm		0	0
T=1.5x1.8mm, scr.		0	0
T=1.5x2.1mm, scr.		0	0
T=1.6 x 2.2 mm		0	0
T=1.63 x 1.63 mm		0	0
T=1.8x3.0mm, scr.		0	0
T=1.8x3.4mm, scr.		0	0
T=1.9x3.3mm, scr.		0	0
T=10		0	0
T=10 mm		0	0
T=10 mm, abdom.		0	0
T=10 mm, ing.		0	0
T=10 mm, scrot.		0	0
T=10 x 10 mm		0	0
T=10 x 11 mm		0	0
T=10 X 14 mm		0	0
T=10 x 20 mm		0	0
T=10 x 3 mm		0	0
T=10 x 4 mm		0	0
T=10 x 4 mm, scr		0	0
T=10 x 5 mm		0	0
T=10 x 5 mm, scrot.		0	0
T=10 x 6 mm		0	0
T=10 x 6 mm, ing.		0	0
T=10 x 6 mm, scrot.		0	0
T=10 x 7 mm		0	0
T=10 x 7 mm, scrot.		0	0
T=10.2 x 5.1mm		0	0
T=10mm		0	0
T=10mm, scr.		0	0
T=10mm: ing.		0	0
T=10x10		0	0
T=10x14		0	0
T=10x19mm		0	0
T=10x23		0	0
T=10x24		0	0
T=10x5mm		0	0
T=10x6 mm, scr.		0	0
T=10x6;		0	0
T=10x7;		0	0
T=10x7mm		0	0
T=11		0	0
T=11 mm		0	0
T=11 mm, abdom.		0	0
T=11 mm, scrot.		0	0
T=11 X 11 mm		0	0
T=11 X 5 mm		0	0
T=11 x 5 mm, scrot.		0	0
T=11 x 6 mm		0	0
T=11 x 6 mm, scrot.		0	0
T=11 x 7 mm		0	0
T=11 x 7 mm, scrot.		0	0
T=11 x 8 mm		0	0
T=11.5 mm		0	0
T=11.6 mm		0	0
T=11.8 mm		0	0
T=118 mm		0	0
T=11mm		0	0
T=11x5;		0	0
T=11x6.5;		0	0
T=11x7;		0	0
T=12 mm		0	0
T=12 mm, abdom.		0	0
T=12 mm, ing.		0	0
T=12 mm, scrot.		0	0
T=12 r, 10 mm each		0	0
T=12 x 12 mm		0	0
T=12 x 13 mm		0	0
T=12 X 16 mm		0	0
T=12 x 5 mm		0	0
T=12 x 6 mm		0	0
T=12 x 7 mm		0	0
T=12 X 7mm		0	0
T=12 x 8 mm		0	0
T=12 x 8 mm, scrot.		0	0
T=12.2 mm		0	0
T=12.5 x 8 mm		0	0
T=12.5x7;		0	0
T=122 mm		0	0
T=123 mm		0	0
T=12mm		0	0
T=12x16		0	0
T=12x6.5;		0	0
T=12x6;		0	0
T=12x6mm, scr		0	0
T=12x7 mm		0	0
T=12x7;		0	0
T=13 mm		0	0
T=13 mm, abdom.		0	0
T=13 mm, scrot.		0	0
T=13 x 12 mm		0	0
T=13 X 13 mm		0	0
T=13 X 14 mm		0	0
T=13 X 15 mm		0	0
T=13 x 5 mm		0	0
T=13 x 5 mm, scrot.		0	0
T=13 x 6 mm, scrot.		0	0
T=13 x 7 mm, scrot.		0	0
T=13 x 8 mm		0	0
T=13 x 8 mm, abdom.		0	0
T=13 x 8 mm, ing.		0	0
T=13 x 9 mm		0	0
T=13.8 mm		0	0
T=13mm		0	0
T=13x6mm		0	0
T=14 mm		0	0
T=14 mm, abdom.		0	0
T=14 mm, scr.		0	0
T=14 mm, scrot.		0	0
T=14 x 13 mm		0	0
T=14 X 14 mm		0	0
T=14 x 7 mm		0	0
T=14 x 7 mm, scrot.		0	0
T=14 x 9 mm		0	0
T=14.8		0	0
T=14.9 x 8.7 mm		0	0
T=14.9 x 9.7 mm		0	0
T=14mm		0	0
T=14x24mm		0	0
T=14x8 mm		0	0
T=14x8mm		0	0
T=15 mm		0	0
T=15 mm, abdom.		0	0
T=15 mm, ing.		0	0
T=15 mm, scr.		0	0
T=15 mm, scrot.		0	0
T=15 x 10 mm		0	0
T=15 x 11 mm		0	0
T=15 x 14 mm		0	0
T=15 x 15 mm		0	0
T=15 x 17 mm		0	0
T=15 x 17 mm, scrot.		0	0
T=15 X 6 mm		0	0
T=15 x 8 mm		0	0
T=15 x 9 mm		0	0
T=15(R), 11(L) mm		0	0
T=15mm		0	0
T=15mm, scr		0	0
T=15x28		0	0
T=15x7 mm		0	0
T=15x7mm		0	0
T=15x8mm		0	0
T=16 mm		0	0
T=16 mm, abdom.		0	0
T=16 mm, scrot.		0	0
T=16 X 10 mm		0	0
T=16 x 11 mm		0	0
T=16 x 13 mm		0	0
T=16 X 16 mm		0	0
T=16 x 7 mm		0	0
T=16 X 8 mm		0	0
T=16 x 8 mm, scrot.		0	0
T=16 X 9 mm		0	0
T=16 x 9 mm, scrot.		0	0
T=16mm		0	0
T=16x8mm		0	0
T=16x9mm		0	0
T=17 mm		0	0
T=17 mm, abdom.		0	0
T=17 mm, scrot.		0	0
T=17 x 10 mm		0	0
T=17 x 10 mm, scrot.		0	0
T=17 X 17 mm		0	0
T=17 x 18 mm		0	0
T=17 x 8 mm		0	0
T=17 x 9 mm		0	0
T=17.2 x 12 mm		0	0
T=17.4 x 11.7 mm		0	0
T=17mm		0	0
T=18 mm		0	0
T=18 mm, abdom.		0	0
T=18 mm, scrot.		0	0
T=18 x 10 mm		0	0
T=18 x 11 mm		0	0
T=18 x 18 mm		0	0
T=18 x 19 mm		0	0
T=18 X 8 mm		0	0
T=18 x 9 mm		0	0
T=18(R), 17(L) mm		0	0
T=18.4 x 10 mm		0	0
T=18mm		0	0
T=18x35		0	0
T=19 mm		0	0
T=19 mm, abdom.		0	0
T=19 mm, scrot.		0	0
T=19 x 10 mm		0	0
T=19 x 19 mm		0	0
T=19 x 8 mm		0	0
T=19 x 9 mm		0	0
T=19mm		0	0
T=19mm, scr.		0	0
T=19x6mm		0	0
T=19x9mm		0	0
T=1l mm		0	0
T=1mm		0	0
T=2 mm		0	0
T=2 mm, abdom.		0	0
T=2 mm, ing.		0	0
T=2 mm, scrot.		0	0
T=2 X 1 mm		0	0
T=2 x 1 mm, abdom.		0	0
T=2 x 1 mm, ing.		0	0
T=2 x 2 mm		0	0
T=2 x 3 mm		0	0
T=2 x 4 mm		0	0
T=2 x 5 mm		0	0
T=2, juvenile		0	0
T=2, scrot.		0	0
T=2.0x3.0mm		0	0
T=2.0x3.3mm		0	0
T=2.0x3.4mm, scr.		0	0
T=2.1 x 3.0 mm		0	0
T=2.2x5.8mm, adm.		0	0
T=2.3x3.3mm, scr.		0	0
T=2.3x3.5mm, scr.		0	0
T=2.3x5.1mm, adm.		0	0
T=2.5 mm		0	0
T=2.5 mm, abdom.		0	0
T=2.5 mm; scrot.		0	0
T=2.5 x 1 mm, ing.		0	0
T=2.5 x 4 mm		0	0
T=2.5, juvenile		0	0
T=2.5x2.8mm, scr.		0	0
T=2.5x3.1mm, scr.		0	0
T=2.6x3.9mm		0	0
T=2.7 x 3.2 mm		0	0
T=2.7x4.0mm		0	0
T=2.7x4.0mm, scr.		0	0
T=2.7x5.4mm, scr.		0	0
T=2.8x4.0x6.4mm		0	0
T=2.8x4.7mm, scr.		0	0
T=2.8x4.9mm, scr.		0	0
T=2.8x5.1mm, scr.		0	0
T=2.9 mm		0	0
T=20 mm		0	0
T=20 mm, abdom.		0	0
T=20 mm, ing		0	0
T=20 mm, scrot.		0	0
T=20 x 10 mm		0	0
T=20 x 10 mm, scrot.		0	0
T=20 X 11 mm		0	0
T=20 x 11.5 mm		0	0
T=20 x 12 mm, scrot.		0	0
T=20 x 19 mm		0	0
T=20 x 20 mm		0	0
T=20 x 21 mm		0	0
T=20 x 8 mm, scrot.		0	0
T=20 x 9 mm		0	0
T=20x10mm		0	0
T=20x11mm		0	0
T=20x12;		0	0
T=21 mm		0	0
T=21 mm, abdom.		0	0
T=21 X 11 mm		0	0
T=21 X 21 mm		0	0
T=21(R), 20(L) mm		0	0
T=21mm		0	0
T=21x12;		0	0
T=21x12mm		0	0
T=21x13mm		0	0
T=21x8mm		0	0
T=21x9mm		0	0
T=22 mm		0	0
T=22 mm, abdom.		0	0
T=22 mm, scrot.		0	0
T=22 x 10 mm		0	0
T=22 x 14 mm		0	0
T=22 x 22 mm		0	0
T=22mm		0	0
T=22x12mm		0	0
T=22x13mm		0	0
T=22x14mm		0	0
T=22x9mm		0	0
T=23 mm		0	0
T=23 mm, scrot.		0	0
T=23 x 23 mm		0	0
T=23mm		0	0
T=23x13mm		0	0
T=24 mm		0	0
T=24 mm, scrot.		0	0
T=24 x 10 mm		0	0
T=24 x 10 mm, scrot.		0	0
T=24 x 11 mm		0	0
T=24 x 15 mm, scrot.		0	0
T=24 x 24 mm		0	0
T=25 mm		0	0
T=25 x 12 mm		0	0
T=25 X 20 mm		0	0
T=25 x 25 mm		0	0
T=25mm		0	0
T=26 x 14 mm, scrot.		0	0
T=26mm		0	0
T=27 mm		0	0
T=27 x 18 mm		0	0
T=27.5 mm (dried out)		0	0
T=27x18 mm		0	0
T=28 mm		0	0
T=28 x 11 mm		0	0
T=29 mm		0	0
T=29 mm, scrot.		0	0
T=2mm		0	0
T=2mm, abd		0	0
T=2x1 mm		0	0
T=2x1.5;		0	0
T=2x3		0	0
T=3		0	0
T=3 mm		0	0
T=3 mm, abdom.		0	0
T=3 mm, ing.		0	0
T=3 mm, ing. (?)		0	0
T=3 mm, scrot.		0	0
T=3 X 1 mm		0	0
T=3 x 1 mm, abdom.		0	0
T=3 x 1 mm, ing.		0	0
T=3 x 1.5 mm		0	0
T=3 X 2 mm		0	0
T=3 x 2 mm, ing.		0	0
T=3 x 2 mm, scrot.		0	0
T=3 X 3 mm		0	0
T=3 x 4 mm		0	0
T=3.0x4.3mm, scr.		0	0
T=3.0x5.3mm, adm.		0	0
T=3.0x5.3mm, scr.		0	0
T=3.2x4.7mm		0	0
T=3.2x4.9mm, scr.		0	0
T=3.2x5.7mm		0	0
T=3.2x5.8mm, scr.		0	0
T=3.2x6.7mm, scr.		0	0
T=3.3 x 3.3 mm		0	0
T=3.3x3.6mm, scr.		0	0
T=3.3x5.6mm, adm.		0	0
T=3.3x5.8mm, scr.		0	0
T=3.3x6.0mm, scr.		0	0
T=3.4x4.9mm		0	0
T=3.4x7.0mm, scr.		0	0
T=3.4x7.4mm, adm.		0	0
T=3.4x8.5mm, scr.		0	0
T=3.5		0	0
T=3.5 mm		0	0
T=3.5 x 2.5 mm		0	0
T=3.5 x 3 mm		0	0
T=3.5x4.4mm, scr.		0	0
T=3.5x5.5mm, scr.		0	0
T=3.5x6.4mm, scr.		0	0
T=3.5x7.5mm, adm.		0	0
T=3.6 mm		0	0
T=3.6x5.4mm, scr.		0	0
T=3.6x5.9mm, scr.		0	0
T=3.6x6.0mm, scr.		0	0
T=3.7x5.5mm. scr.		0	0
T=3.8x5.8mm		0	0
T=3.9 mm		0	0
T=3.9x5.0mm, scr.		0	0
T=3.9x5.3mm, scr.		0	0
T=30 mm		0	0
T=30 x 10 mm		0	0
T=30 X 15 mm		0	0
T=30 x 16 mm, scrot.		0	0
T=30 x 19 mm, scrot.		0	0
T=30mm		0	0
T=31 mm		0	0
T=32 mm		0	0
T=32 x 32 mm		0	0
T=33 mm		0	0
T=33 x 33 mm		0	0
T=34 mm		0	0
T=35 mm		0	0
T=35mm		0	0
T=35x18 mm		0	0
T=38 mm		0	0
T=38mm		0	0
T=39 mm		0	0
T=39 X 20 mm		0	0
T=3mm		0	0
T=3mm, abd.		0	0
T=3x2mm		0	0
T=4 mm		0	0
T=4 mm, abdom.		0	0
T=4 mm, ing.		0	0
T=4 mm, scrot.		0	0
T=4 x 1 mm		0	0
T=4 x 1 mm, ing.		0	0
T=4 x 1 mm, scrot.		0	0
T=4 X 2 mm		0	0
T=4 x 2 mm, ing.		0	0
T=4 x 2 mm, scrot.		0	0
T=4 x 3 mm		0	0
T=4 x 3 mm, scrot.		0	0
T=4 X 4 mm		0	0
T=4 x 5 mm		0	0
T=4, juvenile		0	0
T=4.0x5.1mm, scr.		0	0
T=4.0x5.3mm, scr.		0	0
T=4.0x6.1mm, scr.		0	0
T=4.0x6.6mm, scr.		0	0
T=4.1 x 4.1 mm		0	0
T=4.14 mm		0	0
T=4.1x5.3mm, scr.		0	0
T=4.1x7.0mm, scr.		0	0
T=4.2 mm		0	0
T=4.3 x 2.8 mm, abdom.		0	0
T=4.3x5.7mm, scr.		0	0
T=4.3x5.9mm, scr.		0	0
T=4.3x7.4mm, scr.		0	0
T=4.4 x 4 mm, abdom.		0	0
T=4.5 mm		0	0
T=4.5mm: ing.		0	0
T=4.5x5.5mm, scr.		0	0
T=4.6x5.9mm, scr.		0	0
T=4.6x6.1mm, scr.		0	0
T=4.7x6.4mm, scr.		0	0
T=4.8 mm		0	0
T=4.9 mm		0	0
T=4.9x5.4mm, scr.		0	0
T=4.9x7.5mm		0	0
T=40 mm		0	0
T=40 X 15 mm		0	0
T=41 mm, abdom.		0	0
T=42 mm, abdom.		0	0
T=43 mm		0	0
T=43 x 43 mm		0	0
T=45mm		0	0
T=47 mm		0	0
T=47 x 16 mm, scrot.		0	0
T=48 mm		0	0
T=48mm		0	0
T=49 x 16 mm, scrot.		0	0
T=4mm		0	0
T=4mm, abd		0	0
T=4mm, ing.		0	0
T=4x3 mm, immature		0	0
T=4x7		0	0
T=5		0	0
T=5 mm		0	0
T=5 mm, abdom.		0	0
T=5 mm, ing.		0	0
T=5 mm, ing., sem ves enl		0	0
T=5 mm, scrot.		0	0
T=5 x 1 mm		0	0
T=5 X 2 mm		0	0
T=5 x 2 mm, ing.		0	0
T=5 x 2.5 mm		0	0
T=5 x 3 mm		0	0
T=5 x 3 mm, abdom.		0	0
T=5 x 3 mm, ing.		0	0
T=5 x 3 mm, scrot.		0	0
T=5 X 3.5 mm		0	0
T=5 x 4 mm		0	0
T=5 x 5 mm		0	0
T=5 x 5.5 mm		0	0
T=5 x 8 mm		0	0
T=5 x 9 mm		0	0
T=5.2 mm		0	0
T=5.3x5.5mm, scr.		0	0
T=5.5		0	0
T=5.5 mm		0	0
T=5.5 x 5.9 mm		0	0
T=5.5 x 9 mm		0	0
T=5.56 x 4.14 mm		0	0
T=5.7 x 5.7 mm		0	0
T=5.8 mm		0	0
T=5.96 x 5.96 mm		0	0
T=50 mm		0	0
T=50 mm, scrot.		0	0
T=50 x 25 mm		0	0
T=50 X 3 mm		0	0
T=52 mm		0	0
T=54 mm		0	0
T=55 mm		0	0
T=56 mm		0	0
T=58 mm		0	0
T=59 mm		0	0
T=5mm		0	0
T=5mm, abd		0	0
T=5mm, abd.		0	0
T=5x2mm		0	0
T=5x3.5;		0	0
T=5x4 mm		0	0
T=5x9		0	0
T=6		0	0
T=6 mm		0	0
T=6 mm, abdom.		0	0
T=6 mm, ing.		0	0
T=6 mm, scrot.		0	0
T=6 mm, sem ves large		0	0
T=6 mm, subscrot.		0	0
T=6 x 2 mm		0	0
T=6 x 3 mm		0	0
T=6 x 3 mm, abdom.		0	0
T=6 x 3 mm, scrot.		0	0
T=6 x 4 mm		0	0
T=6 x 4 mm, abdom.		0	0
T=6 x 4 mm, ing.		0	0
T=6 x 4 mm, scrot.		0	0
T=6 x 5 mm		0	0
T=6 x 5 mm, abdom.		0	0
T=6 x 6 mm		0	0
T=6 x 7 mm		0	0
T=6 x 8 mm		0	0
T=6 x 8 mm, scrot.		0	0
T=6 x 9 mm		0	0
T=6 x 9 mm, scrot.		0	0
T=6, red		0	0
T=6.1 mm		0	0
T=6.3 x 6.3 mm		0	0
T=6.3 x 7.8 mm		0	0
T=6.4x11.2mm, scr.		0	0
T=6.5 x 3.3 mm		0	0
T=6.5 x 4 mm, ing.		0	0
T=6.5, red		0	0
T=6.6x12.4mm, scr.		0	0
T=60 mm		0	0
T=61 mm		0	0
T=62 mm		0	0
T=64 mm		0	0
T=6mm		0	0
T=6mm, abd		0	0
T=6x10		0	0
T=6x10;		0	0
T=6x3;		0	0
T=6x4mm		0	0
T=6x9		0	0
T=7		0	0
T=7 mm		0	0
T=7 mm, abdom.		0	0
T=7 mm, ing.		0	0
T=7 mm, scrot.		0	0
T=7 X 3 mm		0	0
T=7 x 3 mm, abdom.		0	0
T=7 x 3 mm, scrot.		0	0
T=7 x 4 mm		0	0
T=7 x 4 mm, abdom.		0	0
T=7 x 4 mm, ing.		0	0
T=7 x 4 mm, scrot.		0	0
T=7 x 5 mm		0	0
T=7 x 5 mm, abdom.		0	0
T=7 x 5 mm, scrot.		0	0
T=7 x 6 mm, abdom.		0	0
T=7 x 7 mm		0	0
T=7, red		0	0
T=7.3 mm		0	0
T=7.5 mm		0	0
T=7.5 x 4 mm		0	0
T=7.5 x 4 mm, ing.		0	0
T=7.8 mm		0	0
T=7.8x4.6		0	0
T=7mm		0	0
T=7mm, abd		0	0
T=7mm, abd.		0	0
T=7mm: ing.		0	0
T=7x11		0	0
T=7x3		0	0
T=7x3 mm		0	0
T=7x4 mm		0	0
T=7x4mm		0	0
T=7x5mm		0	0
T=8 mm		0	0
T=8 mm, abdom.		0	0
T=8 mm, ing.		0	0
T=8 mm, scrot.		0	0
T=8 mm, ves enlarged, scr		0	0
T=8 x 10.2 mm		0	0
T=8 X 3 mm		0	0
T=8 x 3 mm, scrot.		0	0
T=8 x 4 mm		0	0
T=8 x 4 mm, abdom.		0	0
T=8 x 4 mm, scrot.		0	0
T=8 x 4.5 mm		0	0
T=8 x 5 mm		0	0
T=8 x 5 mm, abdom.		0	0
T=8 x 5 mm, ing.		0	0
T=8 x 5 mm, scrot.		0	0
T=8 x 6 mm		0	0
T=8 X 7 mm		0	0
T=8 x 7 mm, scrot.		0	0
T=8 x 8 mm		0	0
T=8 x 9 mm		0	0
T=8.34 x 16.89 mm		0	0
T=8.5 mm		0	0
T=8.5 x19.3 mm		0	0
T=8.5x12;		0	0
T=8.8 mm		0	0
T=8mm		0	0
T=8mm, abd		0	0
T=8mm: ing.		0	0
T=8x15;		0	0
T=8x3 mm, scrot.		0	0
T=8x4		0	0
T=8x4;		0	0
T=8x4mm		0	0
T=8x5mm		0	0
T=9 mm		0	0
T=9 mm, abdom.		0	0
T=9 mm, ing.		0	0
T=9 mm, scrot.		0	0
T=9 x 11 mm		0	0
T=9 x 15 mm		0	0
T=9 x 15.3 mm		0	0
T=9 x 3 mm		0	0
T=9 X 4 mm		0	0
T=9 x 4 mm, scrot.		0	0
T=9 x 4.5 mm		0	0
T=9 X 5 mm		0	0
T=9 x 5 mm, scrot.		0	0
