verbatimReproductiveCondition	standardReproductiveCondition	standard	checked
pregnant; 4 emb; 6 plac scar; lactating		0	0
pregnant; 4 emb; CR<1		0	0
pregnant; 4 emb; CR-10		0	0
pregnant; 4 emb; CR-11		0	0
pregnant; 4 emb; CR-11; lactating		0	0
pregnant; 4 emb; CR-12		0	0
pregnant; 4 emb; CR-13		0	0
pregnant; 4 emb; CR-13 C		0	0
pregnant; 4 emb; CR-13; lactating		0	0
pregnant; 4 emb; CR-14		0	0
pregnant; 4 emb; CR-14; NON-lactating ?		0	0
pregnant; 4 emb; CR-15		0	0
pregnant; 4 emb; CR-15; 4 plac scar		0	0
pregnant; 4 emb; CR-15; lactating		0	0
pregnant; 4 emb; CR-16		0	0
pregnant; 4 emb; CR-17		0	0
pregnant; 4 emb; CR-17; 4 plac scar		0	0
pregnant; 4 emb; CR-18		0	0
pregnant; 4 emb; CR-19		0	0
pregnant; 4 emb; CR-2		0	0
pregnant; 4 emb; CR-20		0	0
pregnant; 4 emb; CR-21		0	0
pregnant; 4 emb; CR-21; CR-14; CR-14; CR-11; 2 plac scar		0	0
pregnant; 4 emb; CR-22		0	0
pregnant; 4 emb; CR-22; lactating		0	0
pregnant; 4 emb; CR-24		0	0
pregnant; 4 emb; CR-24; lactating		0	0
pregnant; 4 emb; CR-25		0	0
pregnant; 4 emb; CR-27		0	0
pregnant; 4 emb; CR-28		0	0
pregnant; 4 emb; CR-29		0	0
pregnant; 4 emb; CR-3		0	0
pregnant; 4 emb; CR-30		0	0
pregnant; 4 emb; CR-35		0	0
pregnant; 4 emb; CR-35; lactating		0	0
pregnant; 4 emb; CR-39		0	0
pregnant; 4 emb; CR-4		0	0
pregnant; 4 emb; CR-4; lactating		0	0
pregnant; 4 emb; CR-5		0	0
pregnant; 4 emb; CR-5; 1 resorbed emb		0	0
pregnant; 4 emb; CR-51-60		0	0
pregnant; 4 emb; CR-6		0	0
pregnant; 4 emb; CR-6.5		0	0
pregnant; 4 emb; CR-60		0	0
pregnant; 4 emb; CR-7		0	0
pregnant; 4 emb; CR-7; lactating		0	0
pregnant; 4 emb; CR-75		0	0
pregnant; 4 emb; CR-8		0	0
pregnant; 4 emb; CR-9		0	0
pregnant; 4 emb; CR-9.5		0	0
pregnant; 4 emb; lactating		0	0
pregnant; 4 emb; OVULE SIZE 10X7		0	0
pregnant; 4 female fetuses of 6.5 cm of carapace lenght;		0	0
pregnant; 4 fetuses of 6.3 cm of carapace lenght;		0	0
pregnant; 4 fetuses, 9.5 cm carapace lenght;		0	0
pregnant; 4 male fetuses 6 cm in carapace lenght;		0	0
pregnant; 4 male fetuses 8.5 cm of carapace lenght;		0	0
pregnant; 4 male fetuses; 5.5 cm carapace lenght. One fetus partially descendent into the birth canal, amnion intact;		0	0
pregnant; 4 plac scar		0	0
pregnant; 4 swellings		0	0
pregnant; 5 emb		0	0
pregnant; 5 emb ?		0	0
pregnant; 5 emb 1L 4R		0	0
pregnant; 5 emb 1L 4R; CR-4; plac scar; mammary tissue present; not lactating		0	0
pregnant; 5 emb 1L 4R; CR-7		0	0
pregnant; 5 emb 2 L 3R;  CR-3		0	0
pregnant; 5 emb 2L 3R		0	0
pregnant; 5 emb 2L 3R; CR-12; plac scar 2L 4R; mammary tissue present; not lactating		0	0
pregnant; 5 emb 2L 3R; CR-17		0	0
pregnant; 5 emb 2L 3R; CR-21		0	0
pregnant; 5 emb 2L 3R; CR-25		0	0
pregnant; 5 emb 2L 3R; CR-25; mammary tissue present		0	0
pregnant; 5 emb 2L 3R; CR-6		0	0
pregnant; 5 emb 2L 3R; CR-8		0	0
pregnant; 5 emb 3L 2R		0	0
pregnant; 5 emb 3L 2R; CR-23		0	0
pregnant; 5 emb 3L 2R; CR-24; mammary tissue present; not lactating		0	0
pregnant; 5 emb 3L 2R; CR-5		0	0
pregnant; 5 emb 3L 2R; lactating		0	0
pregnant; 5 emb 4L 1R		0	0
pregnant; 5 emb 5L		0	0
pregnant; 5 emb 5R		0	0
pregnant; 5 emb; CR-10		0	0
pregnant; 5 emb; CR-11		0	0
pregnant; 5 emb; CR-11; lactating		0	0
pregnant; 5 emb; CR-12		0	0
pregnant; 5 emb; CR-12;		0	0
pregnant; 5 emb; CR-12; 1 resorbed embryo		0	0
pregnant; 5 emb; CR-12; plac scar		0	0
pregnant; 5 emb; CR-12-13		0	0
pregnant; 5 emb; CR-13		0	0
pregnant; 5 emb; CR-13.1		0	0
pregnant; 5 emb; CR-13; lactating		0	0
pregnant; 5 emb; CR-14		0	0
pregnant; 5 emb; CR-14; lactating		0	0
pregnant; 5 emb; CR-15		0	0
pregnant; 5 emb; CR-16		0	0
pregnant; 5 emb; CR-16; lactating		0	0
pregnant; 5 emb; CR-17		0	0
pregnant; 5 emb; CR-17; parous		0	0
pregnant; 5 emb; CR-18		0	0
pregnant; 5 emb; CR-19		0	0
pregnant; 5 emb; CR-19; 5 plac scar; lactating		0	0
pregnant; 5 emb; CR-19; lactating		0	0
pregnant; 5 emb; CR-2		0	0
pregnant; 5 emb; CR-2.5		0	0
pregnant; 5 emb; CR-2.5; 1 plac scar		0	0
pregnant; 5 emb; CR-2; lactating		0	0
pregnant; 5 emb; CR-20		0	0
pregnant; 5 emb; CR-20.5		0	0
pregnant; 5 emb; CR-20-25; parous		0	0
pregnant; 5 emb; CR-21		0	0
pregnant; 5 emb; CR-22		0	0
pregnant; 5 emb; CR-23		0	0
pregnant; 5 emb; CR-25		0	0
pregnant; 5 emb; CR-27		0	0
pregnant; 5 emb; CR-29		0	0
pregnant; 5 emb; CR-3		0	0
pregnant; 5 emb; CR-3; 5 plac scar		0	0
pregnant; 5 emb; CR-3; lactating		0	0
pregnant; 5 emb; CR-32		0	0
pregnant; 5 emb; CR-38		0	0
pregnant; 5 emb; CR-4		0	0
pregnant; 5 emb; CR-4.5		0	0
pregnant; 5 emb; CR-4; lactating		0	0
pregnant; 5 emb; CR-40		0	0
pregnant; 5 emb; CR-41; lactating		0	0
pregnant; 5 emb; CR-5		0	0
pregnant; 5 emb; CR-5 ?		0	0
pregnant; 5 emb; CR-5; 5 plac scar		0	0
pregnant; 5 emb; CR-5; 6 plac scar		0	0
pregnant; 5 emb; CR-6		0	0
pregnant; 5 emb; CR-6;		0	0
pregnant; 5 emb; CR-7		0	0
pregnant; 5 emb; CR-8		0	0
pregnant; 5 emb; CR-9		0	0
pregnant; 5 emb; emb diameter 3		0	0
pregnant; 5 emb; lactating		0	0
pregnant; 5 emb; protuberant nipples		0	0
pregnant; 5 plac scar		0	0
pregnant; 5 swellings		0	0
pregnant; 5 swellings; 17 mm		0	0
pregnant; 6 emb		0	0
pregnant; 6 emb ?		0	0
pregnant; 6 emb 2L 4R		0	0
pregnant; 6 emb 2L 4R; CR-19		0	0
pregnant; 6 emb 2L 4R; CR-29; mammary tissue present; not lactating		0	0
pregnant; 6 emb 3L 3R		0	0
pregnant; 6 emb 3L 3R; CR-1; mammary tissue present		0	0
pregnant; 6 emb 3L 3R; CR-1; plac scar 6		0	0
pregnant; 6 emb 3L 3R; CR-3; mammary tissue present; not lactating		0	0
pregnant; 6 emb 3L 3R; CR-7		0	0
pregnant; 6 emb 4L 2R		0	0
pregnant; 6 emb 4L 2R; CR-10; mammary tissue present; not lactating		0	0
pregnant; 6 emb 4L 2R; CR-2		0	0
pregnant; 6 emb 4L 2R; CR-6		0	0
pregnant; 6 emb, CR-6		0	0
pregnant; 6 emb; 2 R emb; CR-10		0	0
pregnant; 6 emb; 2 R emb; CR-12.2		0	0
pregnant; 6 emb; CR-1.7		0	0
pregnant; 6 emb; CR-10		0	0
pregnant; 6 emb; CR-10; 4 plac scar		0	0
pregnant; 6 emb; CR-11		0	0
pregnant; 6 emb; CR-12		0	0
pregnant; 6 emb; CR-12; lactating		0	0
pregnant; 6 emb; CR-13		0	0
pregnant; 6 emb; CR-13.6		0	0
pregnant; 6 emb; CR-13; lactating		0	0
pregnant; 6 emb; CR-14		0	0
pregnant; 6 emb; CR-14-16		0	0
pregnant; 6 emb; CR-15		0	0
pregnant; 6 emb; CR-15 ?		0	0
pregnant; 6 emb; CR-15; CR-18		0	0
pregnant; 6 emb; CR-15; lactating		0	0
pregnant; 6 emb; CR-17		0	0
pregnant; 6 emb; CR-17; lactating		0	0
pregnant; 6 emb; CR-18		0	0
pregnant; 6 emb; CR-19		0	0
pregnant; 6 emb; CR-2		0	0
pregnant; 6 emb; CR-20		0	0
pregnant; 6 emb; CR-22		0	0
pregnant; 6 emb; CR-22-25		0	0
pregnant; 6 emb; CR-23		0	0
pregnant; 6 emb; CR-23; lactating		0	0
pregnant; 6 emb; CR-25		0	0
pregnant; 6 emb; CR-27		0	0
pregnant; 6 emb; CR-3		0	0
pregnant; 6 emb; CR-3; 5 plac scar		0	0
pregnant; 6 emb; CR-3; 6 plac scar		0	0
pregnant; 6 emb; CR-3; lactating		0	0
pregnant; 6 emb; CR-30		0	0
pregnant; 6 emb; CR-4		0	0
pregnant; 6 emb; CR-4; 5 plac scar		0	0
pregnant; 6 emb; CR-40		0	0
pregnant; 6 emb; CR-5		0	0
pregnant; 6 emb; CR-5; 6 plac scar		0	0
pregnant; 6 emb; CR-5; lactating		0	0
pregnant; 6 emb; CR-6		0	0
pregnant; 6 emb; CR-6; 6 plac scar		0	0
pregnant; 6 emb; CR-6; lactating		0	0
pregnant; 6 emb; CR-6; plac scar; lactating		0	0
pregnant; 6 emb; CR-7		0	0
pregnant; 6 emb; CR-70		0	0
pregnant; 6 emb; CR-8		0	0
pregnant; 6 emb; CR-8.5		0	0
pregnant; 6 emb; CR-8; lactating		0	0
pregnant; 6 emb; CR-9		0	0
pregnant; 6 emb; CR-9; CR-10		0	0
pregnant; 6 emb; CR-9; lactating		0	0
pregnant; 6 emb; emb-6X4		0	0
pregnant; 6 emb; lactating		0	0
pregnant; 6 emb; plac scar		0	0
pregnant; 6 emb; sexed as male in catalogue		0	0
pregnant; 6 plac scar		0	0
pregnant; 6 swellings		0	0
pregnant; 7 emb		0	0
pregnant; 7 emb 2L 5R		0	0
pregnant; 7 emb 3L 4R; CR-1; mammary tissue present		0	0
pregnant; 7 emb 4L 3R		0	0
pregnant; 7 emb 4L 3R; CR-10; mammary tissue absent; not lactating		0	0
pregnant; 7 emb 5L 2R		0	0
pregnant; 7 emb 6L 1R		0	0
pregnant; 7 emb 7L		0	0
pregnant; 7 emb, ovary 5X4		0	0
pregnant; 7 emb; 6 plac scar		0	0
pregnant; 7 emb; 7 plac scar		0	0
pregnant; 7 emb; CR-1		0	0
pregnant; 7 emb; CR-10		0	0
pregnant; 7 emb; CR-11		0	0
pregnant; 7 emb; CR-11; 4 plac scar		0	0
pregnant; 7 emb; CR-12		0	0
pregnant; 7 emb; CR-14		0	0
pregnant; 7 emb; CR-15		0	0
pregnant; 7 emb; CR-16		0	0
pregnant; 7 emb; CR-16; lactating		0	0
pregnant; 7 emb; CR-17; lactating		0	0
pregnant; 7 emb; CR-18; lactating		0	0
pregnant; 7 emb; CR-2		0	0
pregnant; 7 emb; CR-20		0	0
pregnant; 7 emb; CR-20.5		0	0
pregnant; 7 emb; CR-22		0	0
pregnant; 7 emb; CR-25		0	0
pregnant; 7 emb; CR-28; lactating		0	0
pregnant; 7 emb; CR-3		0	0
pregnant; 7 emb; CR-3.5		0	0
pregnant; 7 emb; CR-3; lactating		0	0
pregnant; 7 emb; CR-30		0	0
pregnant; 7 emb; CR-35		0	0
pregnant; 7 emb; CR-4		0	0
pregnant; 7 emb; CR-4; 8 plac scar		0	0
pregnant; 7 emb; CR-40		0	0
pregnant; 7 emb; CR-5		0	0
pregnant; 7 emb; CR-6		0	0
pregnant; 7 emb; CR-6; 6 plac scar		0	0
pregnant; 7 emb; CR-6; lactating		0	0
pregnant; 7 emb; CR-65		0	0
pregnant; 7 emb; CR-7		0	0
pregnant; 7 emb; CR-8		0	0
pregnant; 7 emb; CR-9		0	0
pregnant; 7 emb; CR-9; lactating		0	0
pregnant; 7 emb; lactating		0	0
pregnant; 7 swellings		0	0
pregnant; 8 emb		0	0
pregnant; 8 emb 2L 6R		0	0
pregnant; 8 emb 3L 5 R; CR-15; mammary tissue present; not lactating		0	0
pregnant; 8 emb 3L 5 R; CR-26; mammary tissue present		0	0
pregnant; 8 emb 3L 5R; CR-2		0	0
pregnant; 8 emb 4L 4R		0	0
pregnant; 8 emb 5L 3R		0	0
pregnant; 8 emb 6L 2R		0	0
pregnant; 8 emb; 2 plac scar; lactating		0	0
pregnant; 8 emb; CR-10		0	0
pregnant; 8 emb; CR-10; lactating		0	0
pregnant; 8 emb; CR-11		0	0
pregnant; 8 emb; CR-15		0	0
pregnant; 8 emb; CR-19; lactating		0	0
pregnant; 8 emb; CR-20		0	0
pregnant; 8 emb; CR-20; lactating		0	0
pregnant; 8 emb; CR-26		0	0
pregnant; 8 emb; CR-28		0	0
pregnant; 8 emb; CR-3; lactating		0	0
pregnant; 8 emb; CR-4		0	0
pregnant; 8 emb; CR-5		0	0
pregnant; 8 emb; CR-7		0	0
pregnant; 8 emb; CR-8		0	0
pregnant; 8 emb; CR-9		0	0
pregnant; 8 swellings		0	0
pregnant; 8-9 plac scar		0	0
pregnant; 9 emb		0	0
pregnant; 9 emb 6L 3R		0	0
pregnant; 9 emb; CR-2		0	0
pregnant; 9 emb; CR-20		0	0
pregnant; 9 emb; CR-25		0	0
pregnant; 9 emb; CR-3; 8 plac scar		0	0
pregnant; 9 emb; CR-4		0	0
pregnant; 9 emb; CR-7		0	0
pregnant; 9 swellings		0	0
pregnant; aborted		0	0
pregnant; aborted; mother of ROMM 56411		0	0
pregnant; CARRYING young; mother of ROMM 56186, FN00737		0	0
pregnant; CR-10		0	0
pregnant; CR-12		0	0
pregnant; CR-13		0	0
pregnant; CR-13; 5 plac scar		0	0
pregnant; CR-14.4		0	0
pregnant; CR-14; 5 plac scar		0	0
pregnant; CR-15		0	0
pregnant; CR-19		0	0
pregnant; CR-20		0	0
pregnant; CR-22		0	0
pregnant; CR-24		0	0
pregnant; CR-4		0	0
pregnant; CR-5; 7 plac scar		0	0
pregnant; CR-6		0	0
pregnant; CR-77		0	0
pregnant; CR-9		0	0
pregnant; early in pregnancy		0	0
pregnant; emb CR?-15		0	0
pregnant; emb CR?-9		0	0
pregnant; emb; CR?-10		0	0
pregnant; emb; CR-1; 6 plac scar		0	0
pregnant; emb; CR-12		0	0
pregnant; emb; CR-13; 4 plac scar		0	0
pregnant; emb; CR-16		0	0
pregnant; emb; CR-17		0	0
pregnant; emb; CR-17; 5 plac scar		0	0
pregnant; emb; CR-18		0	0
pregnant; emb; CR-18; 6 plac scar		0	0
pregnant; emb; CR-19; plac scar		0	0
pregnant; emb; CR-22		0	0
pregnant; emb; CR-3		0	0
pregnant; emb; CR-3; 5 plac scar; lactating		0	0
pregnant; emb; CR-33.5		0	0
pregnant; emb; CR-4		0	0
pregnant; emb; CR-5		0	0
pregnant; emb; CR-6; 5 plac scar		0	0
pregnant; foetus aborted		0	0
pregnant; foetus JUST BORN; WT-2.4; CR-30		0	0
pregnant; foetus REMOVED- CN 51759 (VN47B)		0	0
pregnant; foetus REMOVED-CN 51760 (VN48B)		0	0
pregnant; GAVE BIRTH IN BAG		0	0
pregnant; IN PROCESS OF ABORTING		0	0
pregnant; lactating		0	0
pregnant; lactating ?; 5 emb		0	0
pregnant; lactating; 1 emb; CR-20		0	0
pregnant; lactating; 1 emb; CR-22		0	0
pregnant; lactating; 1 emb; CR-23		0	0
pregnant; lactating; 1 emb; CR-26		0	0
pregnant; lactating; 1 emb; CR-28		0	0
pregnant; lactating; 1 emb; CR-29		0	0
pregnant; lactating; 1 emb; CR-37; lactating; 4 plac scar		0	0
pregnant; lactating; 1 emb; CR-38		0	0
pregnant; lactating; 1 emb; CR-8		0	0
pregnant; lactating; 1 emb; mother of ROMM 77354, REM6720		0	0
pregnant; lactating; 2 emb; CR-10		0	0
pregnant; lactating; 2 emb; CR-18		0	0
pregnant; lactating; 2 emb; CR-21		0	0
pregnant; lactating; 2 emb; CR-24		0	0
pregnant; lactating; 2 emb; CR-33		0	0
pregnant; lactating; 3 emb		0	0
pregnant; lactating; 3 emb, CR-1		0	0
pregnant; lactating; 3 emb; CR-12		0	0
pregnant; lactating; 3 emb; CR-13		0	0
pregnant; lactating; 3 emb; CR-16		0	0
pregnant; lactating; 3 emb; CR-2		0	0
pregnant; lactating; 3 emb; CR-4		0	0
pregnant; lactating; 3 emb; CR-5		0	0
pregnant; lactating; 4 emb		0	0
pregnant; lactating; 4 emb; CR-10		0	0
pregnant; lactating; 4 emb; CR-11		0	0
pregnant; lactating; 4 emb; CR-20		0	0
pregnant; lactating; 4 emb; CR-23		0	0
pregnant; lactating; 4 emb; CR-5; plac scar		0	0
pregnant; lactating; 4 emb; CR-6		0	0
pregnant; lactating; 4 emb; CR-9		0	0
pregnant; lactating; 5 emb		0	0
pregnant; lactating; 5 emb, CR-9		0	0
pregnant; lactating; 5 emb; CR-15		0	0
pregnant; lactating; 5 emb; CR-18		0	0
pregnant; lactating; 5 plac scar 2L 3R; mammary tissue present; not lactating		0	0
pregnant; lactating; 5 swellings		0	0
pregnant; lactating; 6 emb		0	0
pregnant; lactating; 6 emb 2L 4R; CR-10		0	0
pregnant; lactating; 6 emb, CR-7		0	0
pregnant; lactating; 6 emb; CR-11		0	0
pregnant; lactating; 6 emb; CR-13		0	0
pregnant; lactating; 6 emb; CR-18; 4 plac scar		0	0
pregnant; lactating; 6 emb; CR-5		0	0
pregnant; lactating; 6 emb; CR-5; 4 plac scar		0	0
pregnant; lactating; 6 emb; plac scar		0	0
pregnant; lactating; 6 swellings		0	0
pregnant; lactating; 7 emb		0	0
pregnant; lactating; 7 emb; CR-4		0	0
pregnant; lactating; 7 emb; CR-5		0	0
pregnant; lactating; 7 emb; plac scar		0	0
pregnant; lactating; 9 emb		0	0
pregnant; lactating; CR-45		0	0
pregnant; lactating; CR-8; 6 plac scar		0	0
pregnant; lactating; emb; CR-10; 6 plac scar; lactating		0	0
pregnant; lactating; emb; CR-13; 5 plac scar; lactating		0	0
pregnant; lactating; emb; CR-15; 4 plac scar; lactating		0	0
pregnant; lactating; MULTIparous		0	0
pregnant; lactating; parous		0	0
pregnant; lactating; vagina imperforate; 8 emb; CR-6		0	0
pregnant; lactating; vagina perforate; 6 emb; CR-22; mammary tissue present		0	0
pregnant; large foetus		0	0
pregnant; mother of ROMM 45550		0	0
pregnant; nulliparous		0	0
pregnant; parous		0	0
pregnant; parous; 3 emb; CR-67-75		0	0
pregnant; premature delivery in field, BAG-51931 (VN84B)		0	0
pregnant; prmiparous		0	0
pregnant; small foetus		0	0
pregnant; vagina imperforate		0	0
pregnant; vagina imperforate; 1 emb; CR-10		0	0
pregnant; vagina imperforate; 4 emb 2L 2R; CR-5; primi		0	0
pregnant; vagina imperforate; 4 emb; CR-8		0	0
pregnant; vagina imperforate; 5 emb; 1 resorbed emb; CR-17		0	0
pregnant; vagina imperforate; 5 emb; CR-11		0	0
pregnant; vagina imperforate; 5 emb; CR-14		0	0
pregnant; vagina imperforate; 6 emb; CR-18		0	0
pregnant; vagina imperforate; 8 emb 4L 4R; CR-1; primi		0	0
pregnant; vagina perforate		0	0
pregnant; vagina perforate; 1L 2R emb; CR-10; mammary tissue present		0	0
pregnant; vagina perforate; 1L 2R emb; CR-12; MAM TIS		0	0
pregnant; vagina perforate; 1L 3R emb; CR-10; mammary tissue present; not lactating		0	0
pregnant; vagina perforate; 1L 4R emb; CR-15; mammary tissue present; not lactating		0	0
pregnant; vagina perforate; 1L 6R emb; CR-21; plac scar 1L; mammary tissue present; not lactating		0	0
pregnant; vagina perforate; 2L 2R emb; CR-1		0	0
pregnant; vagina perforate; 2L 2R emb; CR-10; 1L R emb; mammary tissue absent; not lactating		0	0
pregnant; vagina perforate; 2L 2R emb; CR-17; mammary tissue present		0	0
pregnant; vagina perforate; 2L 2R emb; CR-9; 1L R emb; mammary tissue present		0	0
pregnant; vagina perforate; 2L 3R emb; CR-22; 1L R emb; mammary tissue present; not lactating		0	0
pregnant; vagina perforate; 2L 3R emb; CR-24; mammary tissue present; not lactating		0	0
pregnant; vagina perforate; 2L 3R emb; CR-8; 1L R emb; mammary tissue present; not lactating		0	0
pregnant; vagina perforate; 2L 4R emb; CR-13; mammary tissue present; not lactating		0	0
pregnant; vagina perforate; 2L 4R emb; CR-15; plac scar; mammary tissue present; not lactating		0	0
pregnant; vagina perforate; 2L 4R emb; CR-16; mammary tissue present; not lactating		0	0
pregnant; vagina perforate; 2R 1L emb; CR-11; mammary tissue present; not lactating		0	0
pregnant; vagina perforate; 3 emb; CR-2.3		0	0
pregnant; vagina perforate; 3L 1R emb; CR-6; mammary tissue present; not lactating		0	0
pregnant; vagina perforate; 3L 2R emb; CR-14; mammary tissue present; not lactating		0	0
pregnant; vagina perforate; 3L 3R emb; CR-11; mammary tissue present; not lactating		0	0
pregnant; vagina perforate; 3L 3R emb; CR-15; mammary tissue present; not lactating		0	0
pregnant; vagina perforate; 3L 3R emb; CR-18; mammary tissue present		0	0
pregnant; vagina perforate; 3L 3R emb; CR-3; mammary tissue present		0	0
pregnant; vagina perforate; 3L 3R emb; CR-5; plac scar; mammary tissue present; not lactating		0	0
pregnant; vagina perforate; 3L 3R emb; CR-7; mammary tissue present		0	0
pregnant; vagina perforate; 3L 4R emb; CR-3; mammary tissue present		0	0
pregnant; vagina perforate; 3L 4R emb; CR-6; mammary tissue present; not lactating		0	0
pregnant; vagina perforate; 3R 2L emb; CR-14; mammary tissue present		0	0
pregnant; vagina perforate; 3R 2L emb; CR-3		0	0
pregnant; vagina perforate; 4L 1R emb; CR-13; 1L R emb; mammary tissue present; not lactating		0	0
pregnant; vagina perforate; 4L 1R emb; CR-24; mammary tissue present		0	0
pregnant; vagina perforate; 4L 3R emb; CR-12		0	0
pregnant; vagina perforate; 4L 3R emb; CR-6; mammary tissue present		0	0
pregnant; vagina perforate; 4L 3R emb; CR-9; mammary tissue present; not lactating		0	0
pregnant; vagina perforate; 4L 4R emb; CR-12; mammary tissue present		0	0
pregnant; vagina perforate; 4L 4R emb; CR-13; mammary tissue present; not lactating		0	0
pregnant; vagina perforate; 4L 5R emb; CR-10; mammary tissue present		0	0
pregnant; vagina perforate; 4R 1L emb; CR-13; plac scar 1L; mammary tissue present; not lactating		0	0
pregnant; vagina perforate; 4R 1L emb; mammary tissue present; not lactating		0	0
pregnant; vagina perforate; 4R 2R; CR-16; mammary tissue absent; not lactating		0	0
pregnant; vagina perforate; 4R 3L emb; mammary tissue present; not lactating		0	0
pregnant; vagina perforate; 4R 3L; CR-10; mammary tissue present; not lactating		0	0
pregnant; vagina perforate; 4R 4L emb; CR-18; mammary tissue present; not lactating		0	0
pregnant; vagina perforate; 5 emb; CR-13		0	0
pregnant; vagina perforate; 5L 1R emb; CR-13; plac scar; mammary tissue present; not lactating		0	0
pregnant; vagina perforate; 5L 2R emb; CR-5; plac scar; mammary tissue present; not lactating		0	0
pregnant; vagina perforate; 5L 3R emb; CR-10		0	0
pregnant; vagina perforate; 5L 4R emb; CR-13; mammary tissue absent; not lactating		0	0
pregnant; vagina perforate; 5R 1L emb; CR-6; 1R emb; mammary tissue present; not lactating		0	0
pregnant; vagina perforate; 6 emb; CR-18; mammary tissue present; not lactating		0	0
pregnant; vagina perforate; emb 3L 3R; CR-2		0	0
pregnant; vagina perforate; emb; 2 R emb; CR-12		0	0
pregnant; with 2 young born in cage		0	0
pregnant; with foetus		0	0
pregnant--4 embryos: 20, 21, 21, 19mm;		0	0
Pren	pregnant	0	1
preñ	pregnant	0	1
preñ 1 emb 11mm	pregnant	0	1
preñ 1 emb 12mm	pregnant	0	1
preñ 1 emb 16mm	pregnant	0	1
PREN 1 emb 19mm	pregnant	0	1
PREÑ 1 EMB 20mm	pregnant	0	1
preñ 1emb 14 mm	pregnant	0	1
PREN 1emb 23 mm	pregnant	0	1
preñ 32mm	pregnant	0	1
Preñ: 1 emb 20mm izq	pregnant	0	1
Preñ: 1 emb izq 22mm	pregnant	0	1
preñ: 1 emb. 25mm izq	pregnant	0	1
preñada	pregnant	0	1
Preñada, embrion 23mm	pregnant	0	1
presence of mammary tissue;		0	0
PREVIOUSLY MARKED FEMALE.		0	0
PREVIOUSLY MARKED UNKNOWN.		0	0
primi		0	0
probable adult female		0	0
probably breeding		0	0
produced 11 calves		0	0
R testes-2X1; L testes-11X7		0	0
R testis = 6 x 7 mm		0	0
R testis= 17x11mm, epid -		0	0
R testis= 20x13mm, epid +		0	0
rCond		0	0
RECEIVED SKINNED.		0	0
Recently gave birth?, no scars, enlarged nipples, no  embryos		0	0
recently given birth to young		0	0
recently lactating		0	0
reporductive tract very small		0	0
REPRODUCTIVE		0	0
reproductive status unknown;		0	0
reputed litter of 13; mate of ROMM 16983; mother of ROMM 16977-16981, 19281-19282		0	0
rest, 11 mm		0	0
rest, 12 mm		0	0
rest, 13 mm		0	0
rest, 14 mm		0	0
rest, 17 mm		0	0
rest, 7 mm		0	0
rest. 15 mm		0	0
Right testis 24 mm		0	0
right testis is 9mm x 7mm;		0	0
RIGHT TESTIS REMOVED IN AUTOPSY.		0	0
ripe egg		0	0
roadside camp;		0	0
rt testis = 1.5mm		0	0
Rt testis = 12x16, epid +		0	0
Rt testis = 13x25, epid +		0	0
Rt testis = 5.8mm		0	0
rt testis= 12x20, epid +		0	0
rt testis= 12x4 mm		0	0
Rt testis= 2x1mm		0	0
Rt testis= 5mm diam		0	0
RXM 101		0	0
SA		0	1
scar: 1(L); 0(R)		0	0
Scar:1(R),0(L)		0	0
scaring, lactating		0	0
scars 1R, 2L		0	0
scars present		0	0
scars, 1R, 3L. mammary glands vascularized. some dorsal molt.;		0	0
scars, 2L, 2R; uteri swollen. mammary glands vascularized. some dorsal molt.;		0	0
scars, 2R + 3L		0	0
scars, 2R, 1L;		0	0
scars, parous, vag. open		0	0
scars: 1(R)&0(L)		0	0
Scars: 1(R)&3(L)		0	0
Scars: 2(L)&2(R)		0	0
Scars: 3(L)&2(R)		0	0
Scr		0	0
scr 19 mm		0	0
scr X 1.5 mm		0	0
scr X 15 mm		0	0
scr, 10 mm		0	0
scr, 11 mm		0	0
scr, 12 mm		0	0
scr, 13 mm		0	0
scr, 14 mm		0	0
scr, 15 mm		0	0
scr, 16 mm		0	0
scr, 17 mm		0	0
scr, 18 mm		0	0
scr, 19 mm		0	0
scr, 2 mm		0	0
scr, 20 mm		0	0
scr, 21 mm		0	0
scr, 22 mm		0	0
scr, 25 mm		0	0
scr, 3 mm		0	0
scr, 3.5 mm		0	0
scr, 4 mm		0	0
scr, 5 mm		0	0
scr, 7 mm		0	0
scr, 76 mm		0	0
scr, 9 mm		0	0
SCR, T = 52mm		0	0
SCR, T = 62mm		0	0
Scr.		0	0
scro x 7		0	0
scro x8		0	0
scro.		0	0
scro. x10		0	0
scro. x6		0	0
scro. x7		0	0
scro. x8		0	0
scrot		0	0
scrot t = 986		0	0
scrot.		0	0
scrot. 10 mm		0	0
scrot. 22 mm		0	0
scrot. x 7		0	0
scrotal		0	0
scrotal testes, 0.4 inches		0	0
scrotal X 10		0	0
scrotal, large		0	0
scrotal, large, (TSL)		0	0
scrotal, small		0	0
scrotal, x13		0	0
scrotal, x15		0	0
scrotal, x6		0	0
scrotal, x7		0	0
scrotal?		0	0
scrotum 25mm. Open rolling hills, mixed woodland, some dense brush. Soil loamy. Conditions wet-normal. Trapped in tunnel through 8-10" grass in grass/brush open area.;		0	0
scrotum 27;		0	0
scrotum 30mm;		0	0
see catalogue		0	0
see comments		0	0
see drawing on label		0	0
see drawing on lable		0	0
see label for drawing		0	0
see label for ovary drawg		0	0
SEE Notes		0	0
SEE PREP COMMENT.		0	0
See remarks		0	0
