"verbatimTypeStatus","standardTypeStatus","uri","checked","opinionBy","opinionDate"
"PARATYPE OF ELEUTHERODACTYLUS POOLEI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF ELEUTHERODACTYLUS RACEMUS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF ELEUTHERODACTYLUS RETICULATUS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF ELEUTHERODACTYLUS RHYACOBATRACHUS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF ELEUTHERODACTYLUS RICORDI ROGERSI, GOIN, 1955, AMER. MUS. NOVITATES, 1708:1","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF ELEUTHERODACTYLUS RIVULUS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF ELEUTHERODACTYLUS RUTHVENI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF ELEUTHERODACTYLUS SAVAGEI, PYBURN AND LYNCH, 1981, PROC. BIOL. SOC. WASHINGTON, 94:404","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF ELEUTHERODACTYLUS SCIAGRAPHUS, SCHWARTZ, 1973, J. HERPETOL., 7:259","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF ELEUTHERODACTYLUS SIMOTERUS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF ELEUTHERODACTYLUS STUARTI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF ELEUTHERODACTYLUS SUPERNATIS, LYNCH, 1979, J. HERPETOL., 13:415","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF ELEUTHERODACTYLUS TABASARAE","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF ELEUTHERODACTYLUS TALAMANCAE","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF ELEUTHERODACTYLUS URICHI EUPHRONIDES, SCHWARTZ, 1967, STUD. FAUNA CURACAO CARIB. ISLANDS, 24:6","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF ELEUTHERODACTYLUS VULCANI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF ELEUTHERODACTYLUS WARRENI, SCHWARTZ, 1976, BULL. FLORIDA STATE MUS., 21:26","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF ELEUTHERODACTYLUS WEINLANDI PARALIUS, SCHWARTZ, 1976, BULL. FLORIDA STATE MUS., 21:16","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF ELEUTHERODACTYLUS WETMOREI CERAEMERUS, SCHWARTZ, 1968, BREVIORA, 290:5","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF ELEUTHERODACTYLUS WETMOREI SOMMERI, SCHWARTZ, 1977, HERPETOLOGIA, 33:68","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF ELEUTHERODACTYLUS YUCATANENSIS, LYNCH, 1965, HERPETOLOGICA, 20:249","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF ELOSIA ORNATA, BOKERMANN, 1967, NEOTROPICA, 13:135","paratype",,1,"John Wieczorek","2017-08-25"
"Paratype of Emballonura atrata (Peters, 1874)","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF EMOIA RUFICAUDA, TAYLOR, 1915, PHILIPPINE JOUR. SCI., (D) 10:98","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF EMOIA SANFORDI, SCHMIDT AND BURT, 1930, AMER. MUS. NOVITATES, 436:1","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF EMPIDONAX AFFINIS VIGENSIS, PHILLIPS, A.R. 1942. THE RACES OF EMPIDONAX AFFINIS. THE AUK, 59:424-428.","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF ENSATINA ESCHSCHOLTZI PICTA, WOOD, 1940, UNIV. CALIFORNIA PUBL. ZOOL., 42:425","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF ENYGRUS ASPER SCHMIDTI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF ENYGRUS CARINATUS PAULSONI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF EPICRATES CENCHRIA GAIGEI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF EPICRATES STRIATUS FOSTERI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF EPICRATES STRIATUS FOSTERI, BARBOUR, 1941, PROC. NEW ENGLAND ZOOL. CLUB, 18:64","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF EREMIAS BARBOURI, SCHMIDT, 1925, AMER. MUS. NOVITATES, 175:2","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF EREMIAS SAVAGEI, LAURENT AND GANS, 1965, ANN. MUS. ROY. AFRIQUE CENT. SER. 8, 134:39","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF ERYTHROLAMPRUS MIMUS MICRURUS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF EUDRYAS BODDAERTII GAIGEAE","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF EUDRYAS RUTHVENI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF EUMECES BREVIROSTRIS BILINEATUS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF EUMECES OCHOTERANAE","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF EUMECES SEPTENTRIONALIS PALLIDUS, SMITH AND SLATER, 1949, TRANS. KANSAS ACAD. SCI., 52:438","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF EUMECES TAYLORI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF EUMECIA ANCHIETAE WITTEI, LAURENT, 1964, SERV. CULT. COMP. DIAMANTES ANGOLA, 67:80","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF EUNECTES BENIENSIS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF EUPEMPHIX RUTHVENI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF EUPEMPHIX RUTHVENI, NETTING, 1930, ANN. CARNEGIE MUSEUM., 19:167","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF EURYCEA  GRISEOGASTER, MOORE AND HUGHES, 1941, COPEIA:139","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF EURYCEA AQUATICA, ROSE AND BUSH, 1963, TULANE STUDIES ZOOL., 10:121","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF EURYCEA BISLINEATA MAJOR","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF EURYCEA BISLINEATA RIVICOLA, MITTLEMAN, 1949, PROC. BIOL. SOC. WASHINGTON, 62:93","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF EURYCEA BISLINEATA WILDERAE, DUNN, 1920, PROC. BIOL. SOC. WASHINGTON, 33:134","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF EURYCEA GRISEOGASTER","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF EURYCEA GRISEOGASTER, MOORE AND HUGHES, 1941, COPEIA:139","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF EURYCEA JUNALUSKA","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF EURYCEA LONGICAUDA PERNIX, MITTLEMAN, 1942, PROC. NEW ENGLAND ZOOL. CLUB, 21:101","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF EURYCEA NANA, BISHOP, 1941, OCCAS. PAPERS MUS. ZOOL. UNIV. MICHIGAN, 451:6","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF EURYCEA NEOTENES, BISHOP AND WRIGHT, 1937, PROC. BIOL. SOC. WASHINGTON, 50:142","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF FLORIDANA PENINSULARIS, CARR, 1938, COPEIA:105","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF GASTROTHECA AUREOMACULATA, COCHRAN AND GOIN, 1970, U.S. NATL. MUS. BULL., 288:177","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF GASTROTHECA BOLIVIANA GRISWOLDI, SHREVE, 1941, PROC. NEW ENGLAND ZOOL. CLUB 18:82.","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF GASTROTHECA EXCUBITOR","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF GASTROTHECA MERTENSI, COCHRAN AND GOIN, 1970, U.S. NATL. MUS. BULL., 288:181","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF GASTROTHECA TRACHYCEPS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF GASTROTHECA WALKERI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF GEKKO MINDORENSIS, TAYLOR, 1919, PHILIPPINE JOUR. SCI., 14:115","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF GEKKO ROMBLON, BROWN AND ALCALA, 1978, SILLIMAN UNIV. NATUR. SCI. MONOGR., 1:75","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF GEOEMYDA RUBIDA PERIXANTHA","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF GEOPHIS AQUILONARIS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF GEOTHLYPIS TRICHAS PELAGITIS, BRAUND, F.W. & MCCULLOGH, E.P. 1940. THE BIRDS OF ANTICOSTI ISLAND, QUEBEC. WILSON BULLETIN, VOL.52:96-123. PAGE 118, PUBLISHED JUN 1940.","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF GERRHONOTUS LIOCEPHALUS LOWERYI, TIHEN, 1948, TRANS. KANSAS ACAD. SCI., 51:302","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF GERRHONOTUS MORELETI RAFAELI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF GERRHONOTUS MORELETI TEMPORALIS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF GONATODES BODINII","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF GONATODES HASEMANI, GRIFFIN, 1917, ANN. CARNEGIE MUS., 11:304","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF GONATODES TANIAE","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF GONIUROSAURUS LUII","paratype",,1,"John Wieczorek","2017-08-25"
"Paratype of Grallaricula nana nanitaea (Donegan, 2008)","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF GRAPTEMYS ERNSTI, LOVICH AND  MCCOY, 1992, ANN. CARN. MUS. 61(4):300","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF GRAPTEMYS ERNSTI, LOVICH AND MCCOY, 1992, ANN. CARN. MUS. 61(4):300","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF GRAPTEMYS GIBBONSI, LOVICH AND MCCOY, 1992, ANN. CARN. MUS. 61(4):302","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF GRAPTEMYS PEARLENSIS, ENNEN, LOVICH, KREISER, SELMAN AND QUALLS, CHELONIAN CONSERVATION AND BIOLOGY, 9(1):104","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF GYMNODACATYLUS AGUSANENSIS, TALYOR","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF GYMNODACTYLUS AGUSANENSIS, TAYLOR, 1915, PHILIPPINE JOUR. SCI., (D) 10:90","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF GYNODACTYLUS ANNULATUS, TAYLOR, 1915, PHILIPPINE JOUR. SCI., (D) 13:237","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF GYRINOPHILUS DUNNI, MITTLEMAN AND JOPSON, 1941, SMITHSONIAN MISC. COLL., 101:2","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF GYRINOPHILUS PORPHYRITICUS INAGNOSCUS, MITTLEMAN, 1942, PROC. NEW ENGLAND ZOOL. CLUB, 20:27","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HABIA RUBICA AURANTIICAPILLA, ALDRICH, J.W. 1937. THE BIRDS AND MAMMALS OF THE WESTERN SLOPE OF THE AZUERO PENINSULA. SCIENTIFIC PUBLICATIONS OF THE CLEVELAND MUSEUM OF NATURAL HISTORY, 7:132. PUBLISHED 31 AUG 1937.","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HABIA RUBICA AURANTIICAPILLA, ALDRICH, J.W. AND BOLE JR., B.P. 1937. THE BIRDS AND MAMMALS OF THE WESTERN SLOPE OF THE AZUERO PENINSULA. SCIENTIFIC PUBLICATIONS OF THE CLEVELAND MUSEUM OF NATURAL HISTORY, 7:132. PUBLISHED 31 AUG 1937.","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HALCYON CHLORIS SANTOENSIS, MAYR, E. 1931. BIRDS COLLECTED DURING THE WHITNEY SOUTH SEA EXPEDITION 12. NOTES ON HALCYON CHLORIS AND SOME OF ITS SUBSPECIES. AMERICAN MUSEUM NOVITATES 469: 1-10.","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HALCYON COROMANDA BANGSI, OBERHOLSER. 1915. AREVIEW OF THE SUBSPECIES OF THE RUDDY KINGFISHER, ENTOMOTHERA COROMANDA. PROCEEDINGS OF THE U.S. NATIONAL MUSEUM, 48 NO.2090:654.","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HALDEA VALERIAE PULCHRA, RICHMOND, 1954, ANN. CARNEGIE MUS., 33:251","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HELMINTHOPHIS BONDENSIS, GRIFFIN, 1915, MEM. CARNEGIE MUS., 7:165","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HEMIDACTYLUS PALAICHTHUS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HEMIPHYLLODACTYLUS INSULARIS, TAYLOR, 1918, PHILIPPINE JOUR. SCI., (D) 13:237","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HEMISPINGUS RUFOSUPERCILIARIS, BLAKE, E.T. AND HOCKING, P. 1974. SPECIES OF TANAGER FROM PERU. WILSON BULLETIN, 86:321-324. PUBLISHED DEC 1974.","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HETEROLIODON LAVA","paratype",,1,"John Wieczorek","2017-08-25"
"Paratype of Heteromys teleus","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HOLARCHUS MACULATUS, TAYLOR, 1918, PHILIPPINE JOUR. SCI., (D) 13:364","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HOLBROOKIA  MACULATA RUTHVENI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HOLBROOKIA TEXANA SCITULA","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HOPLOPHRYNE ULUGURUENSIS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HYDRODYNASTES BICINCTUS SCHULTZI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HYDROPS TRIANGULARIS NEGLECTUS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HYLA AURANTIACA SURDA","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HYLA BAUMGARDNERI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HYLA BERTHALUTZAE","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HYLA BLAIRI., FOUQUETTE AND PYBURN, 1972, HERPETOLOGIA, 28:176","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HYLA BOESEMANI, GOIN, 1966, ZOOLOGISCHE MEDEDELINGEN, 41:229","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HYLA CABRERAI, COCHRAN AND GOIN, 1970, U.S. NAT. MUS. BULL., 288:215","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HYLA CARNIFEX","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HYLA GUIBEI COCHRAN AND GOIN, 1970, U.S. NATL. MUS. BULL., 288:233","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HYLA JAHNI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HYLA LEALI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HYLA LOQUAX","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HYLA MATHIASSONI, COCHRAN AND GOIN, 1970, U.S. NATL. BULL., 288:286","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HYLA MICROCEPHALA SARTORI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HYLA MICROEXIMIA, MASLIN, 1957, HERPETOLOGICA, 13:81","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HYLA NUBICOLA","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HYLA PEARSONI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HYLA SANBORNI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HYLA STAUFFERI ALTAE","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HYLA TICA","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HYLA TRUX","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HYLA WALFORDI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HYLA WRIGHTORUM","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HYLOXALUS PANAMANSIS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HYLOXALUS PANAMANSIS, DUNN, 1933, OCCAS. PAPERS BOSTON SOC. NAT. HIST., 8:69","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HYPEROLIUS AHLI, LOVERIDGE, 1936, BULL. MUS. COMP. ZOOL., 79:402","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HYPEROLIUS CYSTOCANDICANS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HYPEROLIUS KIBARAE, LAURENT, 1957, EXPL. PARC NATL. UPEMBA MISS. G. F. DE WITTE, 42:8","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HYPEROLIUS MARMORATUS EPHEBOIDES, LAURENT, 1957, EXPL. PARC. NATL. UPEMBA MISS. G. F. DE WITTE, 42:21","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HYPEROLIUS PLATYCEPS MAJOR. LAURENT, 1957, EXPL. PARC NATL. UPEMBA MISS. G. F. DE WITTE, 42:6","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HYPSIGLENA OCHRORHYNCHUS DESERTICOLA","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HYPSIGLENA OCHRORHYNCHUS LOREALUS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF HYPSIPETES PHILIPPINUS PARKESI, DUPONT. 1977. NEMOURIA, 24:3. PUBLISHED 15 JAN 1980.","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF IMANTODES SPENDIDUS OLIVERI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF IPHISA ELEGANS SOINII","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF JAGORII GRANDIS, TAYLOR, 1922, PHILIPPINE BUR. SCI., PUBL. 17:195","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF JUNCO HYEMALIS THURBERI, ANTHONY, A.W. 1890. A NEW JUNCO FROM CALIFORNIA. ZOE, 1: 238-239.","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF KASSINA SENEGALENSIS RUANDAE, LAURENT, 1972, EXPL.  PARC NATL. ALBERT, 22:54","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF KASSINA SENEGALENSIS RUANDAE, LAURENT, 1972, EXPL. PARC NATL. ALBERT, 22:54","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF KINOSTERNON CHIMALHUACA, BERRY, SEIDEL AND IVERSON 1997, CHELONIAN CONSERVATION AND BIOLOGY 2(3):331","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF KINOSTERNON CREASERI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF KINOSTERNON FLAVESCENS SPOONERI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LACERTA ERHARDI RUTHVENI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LACERTA TAURICA GAIGEAE","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LACHESIS INSULARIS, AMARAL, 1921, ANEXOS MEM. INST. BUTANTAN (OFIOLOGIA), 1:18","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LACHESIS MUTA NOCTIVAGA","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LAMPROPELTIS ELAPSOIDES VIRGINIANA","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LAMPROPELTIS GETULUS YUMENSIS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LAMPROPELTIS POLYZONA BLANCHARDI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LAMPROPELTIS PYROMELANA WOODINI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LAMPROPELTIS TRIANGULUM CONANTI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LAMPROPELTIS TRIANGULUM HONDURENSIS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LAMPROPELTIS TRIANGULUM SINALOAE","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LAMPROPELTIS TRIANGULUM SMITHI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LANKASCINCUS GANSI, GREER, 1991, J. HERP. 25(1):62","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LANKASCINCUS TAYLORI, A GREER, 1991, J. HERP. 25(1):62","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEIMADOPHIS NEBULATUS, BARBOUR, 1916, ANN. CARNEGIE MUS., 10:305","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEIMADOPHIS ZWEIFELI, ROZE, 1959, AMER. MUS. NOVITATES, 1934:4","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEIOCEPHALUS BARAHONENSIS OXYGASTER, SCHWARTZ, 1967, TULANE STUD. ZOOL., 14:36","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEIOCEPHALUS CARINATUS HODSDONI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEIOCEPHALUS LUNATUS LEWISI, SCHWARTZ, 1969, J. HERPETOL., 3:80","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEIOCEPHALUS MELANOCHLORUS HYPSISTUS, SCHWARTZ, 1965, J. OHIO HERP. SOC., 5:44","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEIOCEPHALUS PERSONATUS AGRAULUS, SCHWARTZ, 1967, TULANE STUD. ZOOL., 14:21","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEIOCEPHALUS PERSONATUS BUDENI, SCHWARTZ, 1967, TULANE STUD. ZOOL., 14:19","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEIOCEPHALUS PERSONATUS ELATTOPROSOPON, GALI, SCHWARTZ AND SUAREZ, 1988, PROC. BIOL. SOC. WASHINGTON 101(1):1","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEIOCEPHALUS PERSONATUS POIKILOMETES, SCHWARTZ, 1969, J. HERPETOL., 3:82","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEIOCEPHALUS PERSONATUS PYRRHOLAEMUS, SCHWARTZ, 1971, HERPETOLOGICA, 27:178","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEIOCEPHALUS PERSONATUS SOCOENSIS, GALI AND SCHWARTZ, 1982, J. HERPETOL., 16:177","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEIOCEPHALUS PERSONATUS TARACHODES, SCHWARTZ, 1967, TULANE STUD. ZOOL., 14:11","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEIOCEPHALUS SCHREIBERSI NESOMORUS, SCHWARTZ, 1968, J. HERPETOL., 1:47","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEIOLOPISMA ASSATUM TAYLORI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEIOLOPISMA PULCHELLUM GRANDE, TAYLOR, 1917, PHILIPPINE JOUR. SCI., (D) 12:374","paratype",,1,"John Wieczorek","2017-08-25"
"Paratype of Lemniscomys barbarus oweni (Hatt)","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEPIDODACTYLUS AUREOLINEATUS, TAYLOR, 1915, PHILIPPINE JOUR. SCI., (D) 10:97","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEPIDODACTYLUS MAGNUS, BROWN AND PARKER, 1977, PROC. CALIFORNIA ACAD. SCI., 41:258","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEPIDODACTYLUS NAUJANENSIS, TAYLOR, 1919, PHILIPPINE JOUR. SCI., 14:113","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEPIDOPHYMA FLAVIMACULATUM TENEBRARUM","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEPOSOMA SOUTHI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEPTODACTYLUS AMAZONICUS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEPTODACTYLUS ELENAE","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEPTODEIRA  ANNULATA PULCHRICEPS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEPTODEIRA ANNULATA CUSSILIRIS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEPTODEIRA BAKERI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEPTODEIRA LARCORUM","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEPTODEIRA YUCATANENSIS MALLEISI","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEPTOPHIS AHAETULLA BOLIVIANUS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEPTOPHIS AHAETULLA BOLIVIANUS, OLIVER, 1942, OCCAS. PAPERS MUS. ZOOL. UNIV. MICHIGAN, 462:1","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEPTOPHIS COERULEODORSUS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEPTOPHIS COERULEODORSUS, OLIVER, 1942, OCCAS. PAPERS MUS. ZOOL. UNIV. MICHIGAN, 462:4","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEPTOPHIS MEXICANUS YUCATANENSIS","paratype",,1,"John Wieczorek","2017-08-25"
"PARATYPE OF LEPTOTYPHLOPS ANTHRACINUS","paratype",,1,"John Wieczorek","2017-08-25"
